service_id,date,exception_type
6563,20181106,1
6563,20181107,1
6563,20181108,1
6563,20181109,1
6563,20181112,1
6563,20181113,1
6563,20181114,1
6563,20181115,1
6563,20181116,1
6605,20181108,1
6605,20181109,1
6605,20181119,2
6605,20181120,2
6605,20181121,2
6605,20181122,2
6605,20181123,2
6516,20181124,1
6512,20181105,1
6512,20181106,1
6512,20181107,1
6512,20181108,1
6512,20181109,1
6512,20181112,1
6512,20181113,1
6512,20181114,1
6512,20181115,1
6512,20181116,1
6526,20181106,2
6526,20181107,2
6526,20181120,2
6526,20181121,2
6526,20181122,2
6526,20181113,2
6526,20181114,2
6526,20181115,2
6526,20181116,2
6584,20181123,2
6586,20181202,1
3512,20181105,1
6536,20181105,1
6536,20181106,1
6536,20181107,1
6536,20181108,1
6536,20181109,1
6536,20181112,1
6536,20181113,1
6536,20181114,1
6536,20181115,1
6536,20181116,1
6569,20181117,2
6569,20181110,2
6604,20181119,2
6604,20181120,2
6604,20181121,2
6604,20181122,2
6604,20181123,2
6604,20181116,2
6604,20181117,2
6604,20181118,2
6604,20181110,2
6604,20181111,2
6555,20181109,1
6555,20181119,2
6555,20181120,2
6555,20181121,2
6555,20181122,2
6555,20181123,2
6521,20181224,2
6521,20181225,2
6521,20181231,2
6521,20190101,2
6533,20181221,1
6533,20181224,1
6533,20181225,1
6533,20181226,1
6533,20181227,1
6533,20181228,1
6533,20181231,1
6533,20190101,1
6533,20190102,1
6533,20190103,1
6533,20190104,1
6587,20181224,2
6587,20181231,2
6582,20190107,1
6582,20181226,1
6582,20181227,1
6582,20181228,1
6582,20190102,1
6582,20190103,1
6582,20190104,1
6588,20181209,1
6588,20181215,1
6588,20181216,1
6588,20181222,1
6588,20181223,1
6523,20181225,1
6523,20190101,1
6528,20181217,1
6528,20181218,1
6528,20181219,1
6528,20181220,1
6527,20181225,2
6527,20190101,2
6527,20190128,2
6527,20190129,2
6527,20190130,2
6527,20190131,2
6508,20181224,2
6508,20181231,2
6573,20190203,1
159,20181225,1
159,20190101,1
6514,20190201,2
6557,20181225,1
6557,20190101,1
6509,20181225,2
6509,20190101,2
6583,20181224,2
6583,20181231,2
1794,20181215,1
6518,20181225,2
6518,20190101,2
6600,20190128,2
6600,20190129,2
6600,20190130,2
6600,20190131,2
6600,20190201,2
6560,20181225,2
6560,20190101,2
6542,20181225,2
6542,20190101,2
6539,20181225,1
6539,20190202,1
6539,20190203,1
3401,20181225,1
3401,20190101,1
6546,20190203,1
6547,20181225,1
6547,20190101,1
6647,20181124,1
6608,20181111,1
6621,20181109,1
6610,20181218,2
6610,20181219,2
6610,20181220,2
1134,20181222,1
1699,20181216,1
6615,20190107,1
6613,20190107,1
6613,20181226,1
6613,20181227,1
6613,20190102,1
6613,20190103,1
6616,20190106,1
6616,20181216,1
1654,20181225,2
1654,20190101,2
6642,20181118,2
6642,20181111,2
4549,20181112,2
14413,20181117,2
14418,20181109,1
14418,20181123,2
6638,20181126,1
6638,20181127,1
6638,20181128,1
6638,20181129,1
6638,20181108,1
6638,20181203,1
6638,20181204,1
6638,20181205,1
6638,20181206,1
1248,20181105,1
1248,20181106,1
1248,20181107,1
1248,20181108,1
1248,20181109,1
1248,20181112,1
1248,20181113,1
1248,20181114,1
1248,20181115,1
1248,20181116,1
14422,20181203,1
14422,20181207,1
14422,20181108,1
14422,20181120,2
14422,20181121,2
14422,20181122,2
14424,20181202,1
6646,20181124,1
14425,20181108,2
14425,20181109,2
6640,20181225,1
6640,20190101,1
6641,20181217,1
6641,20181218,1
6641,20181219,1
6641,20181220,1
6641,20181221,2
6624,20181225,2
6624,20190101,2
3678,20181225,1
3678,20190101,1
6645,20181225,1
6645,20190101,1
6630,20181225,1
6630,20190101,1
6652,20181219,2
6652,20181220,2
6655,20190102,1
6655,20181231,2
6655,20181224,2
6653,20190107,1
6653,20181210,1
6653,20181214,1
6653,20181217,1
6653,20181221,1
6657,20181109,2
6656,20181109,1
6654,20181202,1
6658,20181125,1
6671,20181124,1
6671,20181125,1
6671,20181201,1
6671,20181208,1
6667,20181201,1
6667,20181202,1
6667,20181110,1
6667,20181203,1
6667,20181204,1
6667,20181205,1
6667,20181206,1
6667,20181207,1
6667,20181208,1
14426,20181119,1
14427,20181120,1
6668,20181105,1
6668,20181106,1
6668,20181107,1
6668,20181108,1
6668,20181109,1
6668,20181112,1
6668,20181113,1
6668,20181114,1
6668,20181115,1
6668,20181116,1
14429,20181112,2
14430,20181203,1
14430,20181204,1
14430,20181205,1
14430,20181206,1
14430,20181207,1
6670,20190107,2
6670,20190108,2
6670,20190109,2
6670,20190110,2
6670,20190111,2
14431,20190112,1
14431,20190113,1
14431,20190120,1
14431,20190127,1
14431,20190203,1
14431,20181224,1
14431,20181225,1
14431,20181226,1
14431,20181227,1
14431,20181228,1
14431,20181229,1
14431,20181230,1
14431,20181231,1
14431,20190101,1
14431,20190102,1
14431,20190103,1
14431,20190104,1
14431,20190105,1
14431,20190106,1
6659,20181224,1
6659,20181225,1
6659,20181226,1
6659,20181227,1
6659,20181228,1
6659,20181231,1
6659,20190101,1
6659,20190102,1
6659,20190103,1
6659,20190104,1
6659,20190126,1
6659,20190127,1
6659,20190202,1
6659,20190203,1
6659,20190106,2
6659,20181216,2
6666,20190112,1
6666,20190113,1
6666,20190119,1
6666,20190120,1
6666,20190127,1
6666,20190202,1
6666,20190203,1
6666,20190126,2
2651,20190203,1
6673,20190202,1
6762,20181231,1
6762,20181224,1
6762,20181214,1
6762,20181221,1
6762,20181223,1
6762,20181228,1
6762,20181230,1
6762,20190201,1
6762,20190203,1
6762,20181216,2
6764,20181231,2
6764,20181223,2
6764,20181224,2
6764,20181230,2
2142,20181121,1
6688,20190203,1
6695,20181202,1
6695,20181207,1
6697,20190116,1
6697,20190117,1
6697,20190121,1
6697,20190122,1
6697,20190123,1
6697,20190124,1
6697,20181214,1
6697,20181221,1
6697,20190111,1
6697,20190118,1
6697,20190125,1
14433,20181125,1
14433,20181121,2
6691,20190114,2
6691,20190115,2
6691,20190116,2
6691,20190117,2
6691,20190121,2
6691,20190122,2
6691,20190123,2
6691,20190124,2
6691,20190128,2
6691,20190129,2
6691,20190130,2
6691,20190131,2
1637,20181225,2
1637,20190101,2
6676,20190114,2
6676,20190115,2
6676,20190116,2
6676,20190117,2
6676,20190118,2
6676,20190121,2
6676,20190122,2
6676,20190123,2
6676,20190124,2
6676,20190125,2
6676,20190128,2
6676,20190129,2
6676,20190130,2
6676,20190131,2
6676,20190201,2
14434,20181118,2
6705,20190107,1
6705,20190108,1
6705,20190109,1
6705,20190110,1
6705,20190114,1
6705,20190115,1
6698,20181117,2
6699,20190203,1
6744,20190107,1
6744,20190108,1
6744,20190109,1
6744,20190110,1
6744,20190111,1
6744,20181224,1
6744,20181226,1
6744,20181227,1
6744,20181228,1
6744,20181231,1
6744,20190102,1
6744,20190103,1
6744,20190104,1
6744,20190201,1
6730,20190114,2
6730,20190115,2
6730,20190116,2
6730,20190117,2
6730,20190118,2
6730,20190121,2
6730,20190122,2
6730,20190123,2
6730,20190124,2
6730,20190125,2
6730,20190128,2
6730,20190129,2
6730,20190130,2
6730,20190131,2
6730,20190201,2
6737,20181225,1
6737,20190101,1
6756,20190114,2
6756,20190115,2
6756,20190116,2
6756,20190117,2
6756,20190118,2
6756,20190121,2
6756,20190122,2
6756,20190123,2
6756,20190124,2
6756,20190125,2
6722,20190122,1
6722,20181224,1
6722,20181226,1
6722,20181227,1
6722,20181228,1
6722,20181231,1
6722,20190102,1
6722,20190103,1
6722,20190104,1
6722,20190107,1
6722,20190114,1
6722,20190117,1
6722,20190118,1
6722,20190121,1
6722,20190123,1
6722,20190124,1
6722,20190125,1
6722,20190116,2
6722,20190109,2
6722,20190110,2
6722,20190111,2
6747,20181225,1
6747,20190101,1
6742,20181225,2
6742,20190101,2
6710,20181224,1
6710,20181225,1
6710,20181226,1
6710,20181227,1
6710,20181228,1
6710,20181231,1
6710,20190101,1
6710,20190102,1
6710,20190103,1
6710,20190104,1
6706,20190107,1
6706,20190108,1
6706,20190109,1
6706,20190110,1
6706,20190111,1
14439,20181124,1
6721,20181225,1
6721,20181229,1
6721,20190101,1
6721,20190105,1
6720,20181222,1
6720,20181215,1
6720,20190202,1
6716,20181218,1
6716,20181219,1
6716,20181220,1
6716,20181221,1
6716,20181211,1
6716,20181212,1
6716,20181213,1
6716,20181214,1
6716,20190108,1
6716,20190109,1
6716,20190110,1
6716,20190111,1
14440,20190201,1
2993,20181207,1
14441,20181110,1
14442,20181117,1
6729,20181109,1
14444,20181111,1
14452,20181112,1
14453,20181105,1
14454,20181124,1
14455,20181116,1
14455,20181109,1
14455,20181207,1
14455,20181118,2
14457,20181207,1
14457,20181111,1
3458,20181110,1
3458,20181124,1
7658,20181111,1
7655,20181110,1
7655,20181111,1
7655,20181208,1
7663,20181111,1
1541,20181110,1
14460,20181231,2
14460,20190101,2
14460,20190103,2
14460,20190104,2
14460,20181221,2
14460,20181222,2
14460,20181224,2
14460,20181225,2
14460,20181227,2
14460,20181228,2
14460,20181229,2
7664,20181225,1
7664,20190101,1
7664,20190127,2
14461,20181210,1
14461,20181211,1
14461,20181212,1
14461,20181213,1
14461,20181214,1
14461,20181215,1
14461,20181217,1
14461,20181218,1
14461,20181219,1
14461,20181220,1
14461,20181221,1
14461,20181226,1
14461,20181227,1
14461,20190102,1
14461,20190103,1
14461,20181222,2
14464,20190101,1
14464,20181209,1
14464,20181216,1
14464,20190203,1
14464,20181225,1
7678,20181225,2
7678,20190101,2
14465,20190119,2
14465,20190126,2
14466,20190127,2
7701,20181225,1
7701,20190101,1
2265,20190112,1
2265,20190113,1
2265,20181225,1
2265,20181229,1
2265,20181230,1
2265,20190101,1
2265,20190105,1
2265,20190106,1
184,20181225,2
184,20190101,2
14468,20181225,2
14468,20190101,2
14469,20181225,2
14469,20190101,2
14470,20181225,2
14470,20190101,2
14471,20190119,2
14471,20190126,2
14472,20190113,1
14472,20181225,1
14472,20181230,1
14472,20190101,1
14472,20190106,1
7691,20190113,1
7691,20181225,1
7691,20181230,1
7691,20190101,1
7691,20190106,1
7697,20181225,2
7697,20190101,2
7686,20190112,1
7686,20190113,1
7686,20181225,1
7686,20181229,1
7686,20181230,1
7686,20190101,1
7686,20190105,1
7686,20190106,1
7775,20181201,2
7775,20181202,2
7718,20181201,2
7726,20181203,1
7726,20181204,1
7726,20181205,1
7726,20181206,1
7726,20181207,1
7726,20181208,1
7770,20181202,2
7776,20181117,1
7776,20181208,1
3430,20181111,1
3317,20181110,1
7758,20181201,2
7734,20190129,2
7734,20190130,2
7734,20190131,2
7774,20190119,2
7774,20190126,2
7774,20190127,2
7722,20190119,2
7722,20190126,2
7722,20190127,2
7729,20190114,2
7729,20190115,2
7729,20190116,2
7729,20190117,2
7729,20190118,2
7729,20190119,2
276,20181225,1
276,20190101,1
7752,20181224,2
7752,20181225,2
7752,20181231,2
7752,20190101,2
7714,20190107,1
7714,20190108,1
7714,20190109,1
7714,20190110,1
7714,20190111,1
7714,20190112,1
7714,20181224,1
7714,20181226,1
7714,20181227,1
7714,20181228,1
7714,20181229,1
7714,20181231,1
7714,20190102,1
7714,20190103,1
7714,20190104,1
7714,20190105,1
7714,20190114,1
7714,20190115,1
7714,20190116,1
7714,20190117,1
7714,20190118,1
7714,20190121,1
7714,20190122,1
7714,20190123,1
7714,20190124,1
7714,20190125,1
7714,20190128,1
7714,20190129,1
7714,20190130,1
7714,20190131,1
7714,20190201,1
2288,20190107,1
2288,20190108,1
2288,20181226,1
2288,20181227,1
2288,20181228,1
2288,20190102,1
2288,20190103,1
2288,20190104,1
2288,20190109,1
2288,20190110,1
2288,20190111,1
7710,20190118,1
7711,20181218,1
7711,20181219,1
7711,20181211,1
7711,20181212,1
7711,20190108,1
7711,20190109,1
7768,20181209,1
7768,20181210,1
7768,20181211,1
7768,20181212,1
7768,20181213,1
7768,20181214,1
7768,20181216,1
7768,20181217,1
7768,20181218,1
7768,20181219,1
7768,20181220,1
7768,20181221,1
7768,20181223,1
7768,20181225,1
7768,20181226,1
7768,20181227,1
7768,20181228,1
7768,20181230,1
7768,20190101,1
7768,20190102,1
7768,20190103,1
7768,20190104,1
7768,20190106,1
7768,20190125,2
7768,20190127,2
7768,20190128,2
7760,20190125,1
7704,20190128,1
7761,20190107,2
7761,20190108,2
7761,20190109,2
7761,20190110,2
7761,20190111,2
7733,20190125,2
7733,20190127,2
7733,20190128,2
7785,20190203,1
2259,20190113,1
2259,20181225,1
2259,20181230,1
2259,20190101,1
2259,20190106,1
3497,20190125,1
1142,20190127,1
7741,20181224,1
7741,20181226,1
7741,20181227,1
7741,20181228,1
7741,20181229,1
7741,20181231,1
7741,20190102,1
7741,20190103,1
7741,20190104,1
7741,20190105,1
7741,20190112,1
7741,20190107,2
7741,20190109,2
7741,20190110,2
7741,20190111,2
13219,20181203,1
13219,20181204,1
13219,20181205,1
13219,20181206,1
13219,20181207,1
13221,20181203,1
13221,20181204,1
13221,20181205,1
13221,20181206,1
13221,20181207,1
13225,20181126,2
13225,20181127,2
13225,20181128,2
13225,20181129,2
13225,20181130,2
13235,20181126,2
13235,20181127,2
13235,20181128,2
13235,20181129,2
13235,20181130,2
13235,20181111,2
13253,20181126,1
13253,20181127,1
13253,20181128,1
13253,20181129,1
13253,20181108,1
13253,20181203,1
13253,20181204,1
13253,20181205,1
13253,20181206,1
13255,20181130,1
13255,20181109,1
13251,20181126,1
13251,20181127,1
13251,20181128,1
13251,20181129,1
13251,20181130,1
13251,20181108,1
13251,20181109,1
13251,20181203,1
13251,20181204,1
13251,20181205,1
13251,20181206,1
13251,20181207,1
13260,20181109,1
13260,20181123,2
13258,20181126,1
13258,20181127,1
13258,20181128,1
13258,20181129,1
13258,20181108,1
13258,20181203,1
13258,20181204,1
13258,20181205,1
13258,20181206,1
13278,20181126,1
13278,20181127,1
13278,20181128,1
13278,20181129,1
13278,20181203,1
13278,20181204,1
13278,20181205,1
13278,20181206,1
13278,20181112,2
13278,20181113,2
13278,20181114,2
13268,20181109,1
1595,20181117,2
13266,20181109,1
13266,20181119,2
13266,20181120,2
13266,20181121,2
13266,20181122,2
13266,20181123,2
14481,20181117,2
1604,20181105,1
1604,20181106,1
1604,20181107,1
1604,20181108,1
1604,20181109,1
1604,20181111,1
1604,20181112,1
1604,20181113,1
1604,20181114,1
1604,20181115,1
1604,20181116,1
1604,20181118,1
13257,20181202,1
13262,20181126,1
13262,20181127,1
13262,20181128,1
13262,20181129,1
13262,20181130,1
13262,20181109,1
13262,20181203,1
13262,20181204,1
13262,20181205,1
13262,20181206,1
13262,20181207,1
1256,20181105,1
1256,20181106,1
1256,20181107,1
1256,20181108,1
1256,20181109,1
1256,20181112,1
1256,20181113,1
1256,20181114,1
1256,20181115,1
1256,20181116,1
13287,20181117,2
13287,20181202,2
13287,20181110,2
13271,20181119,2
13271,20181120,2
13271,20181121,2
13271,20181122,2
13271,20181123,2
13271,20181117,2
13271,20181118,2
13271,20181110,2
13271,20181111,2
13284,20181123,1
13280,20181123,2
13270,20181109,1
13270,20181119,2
13270,20181120,2
13270,20181121,2
13270,20181122,2
13270,20181123,2
4581,20181109,1
4581,20181119,2
4581,20181120,2
4581,20181121,2
4581,20181122,2
4581,20181123,2
13276,20181117,2
13276,20181110,2
13276,20181111,2
4403,20181105,1
4403,20181106,1
4403,20181107,1
4403,20181108,1
4403,20181109,1
4403,20181112,1
4403,20181113,1
4403,20181114,1
4403,20181115,1
4403,20181116,1
13264,20181108,1
13264,20181109,1
13264,20181112,1
13264,20181113,1
13264,20181114,1
13264,20181115,1
13264,20181116,2
13273,20181117,2
13290,20190201,1
13290,20190202,1
13290,20190203,1
13290,20190111,1
13290,20190113,1
13290,20190118,1
13290,20190120,1
13290,20190125,1
13290,20190127,1
13290,20181225,1
13290,20181228,1
13290,20181229,1
13290,20181230,1
13290,20190101,1
13290,20190104,1
13290,20190105,1
13290,20190106,1
13259,20181225,1
13259,20190101,1
13263,20181225,2
13263,20190101,2
14484,20181221,1
14485,20181221,1
13292,20181225,1
13291,20181225,1
