service_id,date,exception_type
1874,20181226,2
3557,20181209,1
3557,20181210,1
3557,20181211,1
3557,20181212,1
3557,20181213,1
3557,20181214,1
3557,20181216,1
3557,20181217,1
3557,20181218,1
3557,20181219,1
3557,20181220,1
3557,20181221,1
3557,20181223,1
3557,20181224,1
3557,20181225,1
3557,20181226,1
3557,20181227,1
3557,20181228,1
3557,20181230,1
3548,20181225,1
3548,20190101,1
2337,20181226,2
2337,20190102,2
2322,20181224,2
2322,20181225,2
2322,20181227,2
2322,20181228,2
2322,20181231,2
2322,20190101,2
2322,20190103,2
2322,20190104,2
3559,20181226,1
3559,20190102,1
3559,20181225,2
3559,20190101,2
3629,20181124,2
3592,20181228,1
3592,20190104,1
3578,20181228,2
3578,20190104,2
3606,20181223,2
3606,20181230,2
3713,20181228,1
3713,20181225,2
3708,20190104,1
3711,20181225,1
3711,20181228,2
1571,20181111,1
1670,20181209,1
1670,20181215,1
1670,20181216,1
1670,20181222,1
1670,20181223,1
1641,20181209,1
1641,20181216,1
1641,20181223,1
3957,20190107,1
3957,20181210,1
3957,20181217,1
3956,20181224,1
3956,20181231,1
3956,20181225,2
3956,20181226,2
3956,20190101,2
3956,20190102,2
2656,20181226,1
2656,20190102,1
2656,20181224,2
2656,20181231,2
6499,20181225,1
6499,20190101,1
6491,20181225,1
6491,20190101,1
6503,20181225,1
6503,20190101,1
6490,20181222,1
6489,20190101,1
6496,20190101,2
3353,20181224,1
6498,20181224,2
3778,20190101,2
1693,20181225,2
2878,20181231,1
3911,20181225,1
6501,20181225,1
6501,20181215,2
6493,20181210,2
6493,20181211,2
468,20181225,2
6500,20190101,1
444,20181225,1
444,20190101,1
643,20181225,2
643,20190101,2
1608,20181225,2
1608,20181226,2
1608,20190101,2
1608,20190102,2
1602,20181226,1
1602,20190102,1
3967,20181117,1
3967,20181201,1
3968,20181116,1
3968,20181130,1
3969,20181113,1
4060,20181211,1
4066,20181214,1
4061,20181210,1
4071,20181226,1
3981,20181225,1
3981,20181226,1
3981,20190101,1
4008,20190101,2
4008,20181225,2
4008,20181226,2
4047,20190121,1
4047,20190122,1
4047,20190123,1
4047,20190124,1
4047,20190125,1
4047,20181231,1
4047,20190102,1
4047,20190103,1
4047,20190104,1
4047,20181224,1
4047,20181227,1
4047,20181228,1
4047,20190128,1
4047,20190129,1
4047,20190130,1
4047,20190131,1
4047,20190201,1
3277,20181231,2
3277,20190101,2
3277,20181224,2
3277,20181225,2
3277,20181226,2
3277,20181227,2
3277,20181228,2
1393,20181203,1
1393,20181204,1
1393,20181205,1
1393,20181206,1
1393,20181207,1
3974,20181203,1
3974,20181204,1
3974,20181206,1
3974,20181207,1
3974,20181121,1
3974,20181128,1
3974,20181205,1
1777,20181111,1
4068,20181208,1
2783,20181229,2
2783,20190105,2
3529,20190102,1
3529,20190101,2
3529,20181225,2
4069,20190109,1
4069,20181212,1
4069,20190123,1
4075,20181224,2
4075,20181225,2
4075,20181227,2
4075,20181228,2
4075,20181231,2
4075,20190101,2
4075,20190103,2
4075,20190104,2
846,20181226,2
846,20190102,2
4090,20181208,1
4087,20181202,1
4087,20181208,1
4098,20181205,1
4072,20181224,1
4072,20181227,1
4072,20181228,1
4072,20181231,1
4073,20190101,2
4073,20181225,2
4073,20181226,2
4079,20181201,2
4114,20190101,2
4114,20181225,2
4114,20181226,2
4115,20181231,2
4115,20190101,2
4115,20181224,2
4115,20181225,2
4115,20181226,2
4115,20181227,2
4115,20181228,2
4076,20181229,2
4076,20190105,2
4080,20181226,2
4080,20181229,2
4080,20190102,2
4080,20190105,2
4081,20181226,2
4081,20181229,2
4081,20190102,2
4081,20190105,2
4023,20181225,1
4023,20181226,1
4023,20190101,1
4077,20190102,1
4078,20181224,2
4078,20181225,2
4078,20181226,2
4078,20181227,2
4078,20181231,2
4078,20190101,2
4078,20190102,2
4078,20190103,2
4084,20181231,2
4084,20181224,2
4084,20181225,2
4083,20181224,1
4083,20181225,1
4083,20181231,1
4099,20181231,2
4099,20190101,2
4099,20181224,2
4099,20181225,2
4099,20181226,2
4093,20181224,2
4093,20181225,2
4093,20181226,2
4093,20181227,2
4093,20181228,2
4093,20181231,2
4093,20190101,2
4093,20190102,2
4093,20190103,2
4093,20190104,2
4096,20181226,2
4096,20190102,2
4116,20190101,2
4116,20181225,2
4116,20181226,2
4120,20181224,2
4120,20181225,2
4120,20181226,2
4120,20181227,2
4120,20181228,2
4120,20181229,2
4120,20181231,2
4120,20190101,2
4120,20190102,2
4120,20190103,2
4120,20190104,2
4120,20190105,2
4357,20181203,1
4371,20181203,2
4264,20181122,2
4279,20181203,1
4279,20181208,1
4277,20181201,2
2668,20181225,2
2668,20190101,2
4359,20181225,2
4359,20190101,2
4250,20181215,1
4255,20181221,1
4255,20181209,1
4255,20181214,1
4255,20181216,1
4255,20181228,2
4255,20181230,2
4255,20190104,2
4255,20190106,2
4273,20181223,2
4273,20181224,2
4273,20181225,2
4273,20181226,2
4273,20181227,2
4273,20181228,2
4273,20181230,2
4273,20181231,2
4273,20190101,2
4273,20190102,2
4273,20190103,2
4273,20190104,2
4273,20190106,2
4259,20181222,2
4259,20181223,2
4259,20181224,2
4259,20181225,2
4259,20181226,2
4259,20181227,2
4259,20181228,2
4259,20181229,2
4259,20181230,2
4259,20181231,2
4259,20190101,2
4259,20190102,2
4259,20190103,2
4259,20190104,2
4259,20190105,2
4259,20190106,2
4258,20181223,2
4258,20181230,2
4258,20190106,2
4252,20181224,2
4252,20181225,2
4252,20181226,2
4252,20181227,2
4252,20181228,2
4252,20181231,2
4252,20190101,2
4252,20190102,2
4252,20190103,2
4252,20190104,2
4270,20181224,2
4270,20181225,2
4270,20181226,2
4270,20181227,2
4270,20181228,2
4270,20181231,2
4270,20190101,2
4270,20190102,2
4270,20190103,2
4270,20190104,2
4248,20181224,2
4248,20181231,2
4249,20181210,1
4249,20181211,1
4249,20181212,1
4249,20181213,1
4249,20181215,1
4249,20181217,1
4249,20181218,1
4249,20181219,1
4249,20181220,1
4249,20181222,2
4274,20181226,2
4274,20181228,2
4274,20190102,2
4274,20190104,2
4256,20181228,2
4256,20190104,2
4280,20181225,2
4280,20181226,2
4280,20181227,2
4280,20181228,2
4280,20190101,2
4280,20190102,2
4280,20190103,2
4280,20190104,2
4263,20181224,2
4263,20181225,2
4263,20181226,2
4263,20181227,2
4263,20181231,2
4263,20190101,2
4263,20190102,2
4263,20190103,2
4261,20181222,2
4261,20181223,2
4261,20181229,2
4261,20181230,2
4261,20190105,2
4261,20190106,2
4315,20181215,1
4315,20181216,1
4283,20181222,2
4283,20181223,2
4283,20181229,2
4283,20181230,2
4283,20190105,2
4283,20190106,2
4281,20181217,1
4281,20181209,1
4281,20181210,1
4281,20181215,1
4281,20181216,1
4281,20181224,2
4281,20181229,2
4281,20181230,2
4281,20181231,2
4281,20190105,2
4281,20190106,2
4257,20181215,1
4257,20181216,1
4257,20181222,1
4257,20181209,1
4269,20181224,2
4269,20181231,2
4265,20181224,2
4265,20181227,2
4265,20181231,2
4265,20190103,2
4158,20181210,1
4158,20181211,1
4158,20181212,1
4158,20181213,1
4158,20181214,1
4158,20181215,1
4158,20181217,1
4158,20181218,1
4158,20181219,1
4158,20181220,1
4158,20181221,1
4158,20181222,2
4310,20181224,2
4310,20181225,2
4310,20181226,2
4310,20181227,2
4310,20181228,2
4310,20181231,2
4310,20190101,2
4310,20190102,2
4310,20190103,2
4310,20190104,2
4317,20181111,2
4318,20181225,2
4318,20190101,2
4350,20181225,2
4350,20190101,2
4358,20181224,2
4358,20181225,2
4358,20181227,2
4358,20181228,2
4358,20181231,2
4358,20190101,2
4358,20190103,2
4358,20190104,2
4354,20181224,2
4354,20181225,2
4354,20181226,2
4354,20181227,2
4354,20181228,2
4354,20181231,2
4354,20190101,2
4354,20190102,2
4354,20190103,2
4354,20190104,2
4366,20181224,2
4366,20181225,2
4366,20181227,2
4366,20181228,2
4366,20181231,2
4366,20190101,2
4366,20190103,2
4366,20190104,2
4355,20181224,2
4355,20181231,2
4356,20190102,1
4356,20181231,2
2470,20181225,1
2470,20190101,1
4482,20181116,1
7674,20181111,1
970,20181109,1
461,20181110,1
14202,20181207,1
7132,20181208,1
7402,20181208,1
7671,20181110,1
14203,20181208,1
1018,20181111,1
14205,20181201,2
7683,20181201,2
7683,20181202,2
4477,20181130,1
4477,20181127,2
4450,20181114,2
4447,20181105,1
4447,20181106,1
4447,20181107,1
4447,20181108,1
4583,20181107,1
4583,20181121,1
13254,20181210,1
13254,20181211,1
13254,20181212,1
13254,20181213,1
13254,20181224,1
13254,20181226,1
13254,20181227,1
13254,20190125,1
13254,20190126,1
13254,20190201,1
13254,20190202,1
13254,20181231,1
13254,20190102,1
13254,20190103,1
13254,20190105,1
13254,20190112,1
13254,20190119,1
13256,20181224,2
13256,20181225,2
13256,20181226,2
13256,20181227,2
13256,20181231,2
13256,20190101,2
13256,20190102,2
13256,20190103,2
13281,20190114,1
13281,20190115,1
13281,20190116,1
13281,20190117,1
13281,20190102,1
13281,20190103,1
13281,20190128,1
13281,20190129,1
13281,20190130,1
13281,20190131,1
1651,20181225,2
1651,20190101,2
6188,20181224,2
6188,20181225,2
6188,20181231,2
6188,20190101,2
13269,20181225,2
13269,20190101,2
5992,20181225,1
5992,20190101,1
13282,20181224,1
13282,20181226,1
13282,20181227,1
13282,20181228,1
13282,20181229,1
13282,20181231,1
13282,20190102,1
13282,20190103,1
13282,20190104,1
13282,20190105,1
13282,20190107,1
6644,20181225,2
6644,20190101,2
4421,20181130,1
4496,20181228,2
4496,20190104,2
1741,20181225,2
1741,20190101,2
4489,20181224,2
4489,20181225,2
4489,20181227,2
4489,20181228,2
4489,20181231,2
4489,20190101,2
4489,20190103,2
4489,20190104,2
1698,20181225,2
1698,20190101,2
2341,20181210,1
2341,20181211,1
2341,20181212,1
2341,20181213,1
2341,20181214,1
2341,20181215,1
2341,20181217,1
2341,20181218,1
2341,20181219,1
2341,20181220,1
2341,20181221,1
2341,20181222,2
4497,20181219,1
4497,20181212,1
4497,20181215,1
2333,20181215,1
4495,20181224,2
4495,20181225,2
4495,20181226,2
4495,20181227,2
4495,20181228,2
4495,20181231,2
4495,20190101,2
4495,20190102,2
4495,20190103,2
4495,20190104,2
4512,20181110,1
4507,20181223,2
4507,20181230,2
4507,20190106,2
2166,20181224,2
2166,20181225,2
2166,20181227,2
2166,20181231,2
2166,20190101,2
2166,20190103,2
2326,20181225,1
2326,20190101,1
4501,20181224,2
4501,20181231,2
4519,20181111,2
4520,20181225,2
4520,20190101,2
14209,20181225,1
14209,20190101,1
14209,20190119,2
14209,20190120,2
14210,20190119,2
14211,20181225,2
14211,20190101,2
14212,20181210,1
14212,20181211,1
14212,20181212,1
14212,20181213,1
14212,20181214,1
14212,20181215,1
14212,20181217,1
14212,20181218,1
14212,20181219,1
14212,20181220,1
14212,20181221,1
14212,20181222,1
14212,20181224,1
14212,20181226,1
14212,20181227,1
14212,20181228,1
14212,20181229,1
14212,20181231,1
14212,20190102,1
14212,20190103,1
14212,20190104,1
14212,20190105,1
14212,20190119,2
14213,20190119,2
14213,20190120,2
14214,20190120,2
14215,20181225,2
14215,20190101,2
14216,20181224,2
14216,20181225,2
14216,20181231,2
14216,20190101,2
14217,20181225,1
14217,20190101,1
14217,20190120,2
14218,20181225,2
14218,20190101,2
14219,20181225,1
14219,20190101,1
14219,20190119,2
14219,20190120,2
13245,20190119,2
13244,20181225,2
13244,20181226,2
13244,20181227,2
13244,20190101,2
13244,20190102,2
13244,20190103,2
13222,20190119,2
13222,20190120,2
6415,20181224,2
6415,20181225,2
6415,20181231,2
6415,20190101,2
13248,20181224,2
13248,20181225,2
13248,20181226,2
13248,20181227,2
13248,20181231,2
13248,20190101,2
13248,20190102,2
13248,20190103,2
6455,20181225,1
6455,20190101,1
6455,20190120,2
13246,20190101,1
14221,20181225,1
14221,20190101,1
14221,20190120,2
14222,20181225,2
14222,20190101,2
13228,20181225,1
13228,20190101,1
13228,20190120,2
14223,20181225,2
14223,20190101,2
6394,20190119,2
14224,20181225,1
14224,20190101,1
14224,20190120,2
14225,20181225,1
14225,20190101,1
14225,20190120,2
14226,20181225,1
14226,20190101,1
14226,20190120,2
14227,20181224,2
14227,20181225,2
14227,20181231,2
14227,20190101,2
14228,20190119,2
14228,20190120,2
14229,20181225,2
14229,20190101,2
14230,20181210,1
14230,20181211,1
14230,20181212,1
14230,20181213,1
14230,20181214,1
14230,20181215,1
14230,20181217,1
14230,20181218,1
14230,20181219,1
14230,20181220,1
14230,20181221,1
14230,20181222,1
14230,20181224,1
14230,20181226,1
14230,20181227,1
14230,20181228,1
14230,20181229,1
14230,20181231,1
14230,20190102,1
14230,20190103,1
14230,20190104,1
14230,20190105,1
14230,20190119,2
14231,20190120,2
14232,20181225,1
14232,20190101,1
14232,20190120,2
6406,20181210,1
6406,20181211,1
6406,20181212,1
6406,20181213,1
6406,20181214,1
6406,20181215,1
6406,20181217,1
6406,20181218,1
6406,20181219,1
6406,20181220,1
6406,20181221,1
6406,20181222,1
6406,20181224,1
6406,20181226,1
6406,20181227,1
6406,20181228,1
6406,20181229,1
6406,20181231,1
6406,20190102,1
6406,20190103,1
6406,20190104,1
6406,20190105,1
6406,20190119,2
14233,20190119,2
14233,20190120,2
14234,20190119,2
6407,20181225,2
6407,20190101,2
14235,20181225,2
14235,20190101,2
14236,20181225,2
14236,20190101,2
14237,20181225,2
14237,20190101,2
14238,20190119,2
6390,20181225,1
6390,20190101,1
6390,20190120,2
14240,20190119,2
6400,20181224,2
6400,20181225,2
6400,20181231,2
6400,20190101,2
14244,20181225,2
14244,20181226,2
14244,20190101,2
14244,20190102,2
14245,20181225,1
14245,20190101,1
14245,20190120,2
14246,20181226,1
14246,20190102,1
14246,20181224,2
14246,20181231,2
14247,20181225,2
14247,20190101,2
14248,20181225,2
14248,20190101,2
6388,20181215,1
6388,20181222,1
6388,20190112,1
6388,20181224,1
6388,20181229,1
6388,20181231,1
6388,20190105,1
14250,20181225,2
14250,20190101,2
14251,20181224,2
14251,20181225,2
14251,20181231,2
14251,20190101,2
14252,20190119,2
14252,20190120,2
14253,20181225,2
14253,20190101,2
14254,20190119,2
14254,20190120,2
14255,20181225,2
14255,20190101,2
14256,20190119,2
14257,20190119,2
14258,20190119,2
14260,20181226,1
14260,20190102,1
14261,20190120,2
14262,20190120,2
14262,20181224,2
14262,20181231,2
14263,20181225,2
14263,20190101,2
14264,20181225,2
14264,20190101,2
14266,20190119,2
14266,20190120,2
14267,20190120,2
14268,20190120,2
14269,20190119,2
14269,20190120,2
14270,20181224,2
14270,20181225,2
14270,20181231,2
14270,20190101,2
14271,20181225,2
14271,20190101,2
14272,20181225,1
14272,20190101,1
14272,20190120,2
14273,20181225,1
14273,20190101,1
14273,20190120,2
14274,20190119,2
14275,20181225,2
14275,20181226,2
14275,20190101,2
14275,20190102,2
14276,20190119,2
14277,20190119,2
14279,20181225,2
14279,20190101,2
1941,20181106,1
5823,20181225,2
5823,20190101,2
5816,20181225,2
5816,20190101,2
5954,20181225,1
5954,20190101,1
6414,20181126,2
6414,20181127,2
6414,20181128,2
6414,20181129,2
14298,20181126,2
14298,20181127,2
14298,20181128,2
14298,20181129,2
14298,20181130,2
14310,20181208,1
6398,20181111,2
14354,20181111,2
14359,20181208,1
14360,20190119,2
14361,20190119,2
14362,20181225,2
14362,20190101,2
6447,20181225,1
6447,20190101,1
6447,20190120,2
14363,20181226,1
14363,20190102,1
14363,20181224,2
14363,20181231,2
14364,20181225,1
14364,20190101,1
14364,20190119,2
14364,20190120,2
14365,20181225,2
14365,20190101,2
14366,20190119,2
6460,20190120,2
6481,20181225,1
6481,20190101,1
6481,20190119,2
6481,20190120,2
6448,20181225,2
6448,20190101,2
14367,20190119,2
14367,20190120,2
14368,20181222,1
14368,20181210,1
14368,20181211,1
14368,20181212,1
14368,20181213,1
14368,20181214,1
14368,20181217,1
14368,20181218,1
14368,20181219,1
14368,20181220,1
14368,20181221,1
14368,20181224,1
14368,20181226,1
14368,20181227,1
14368,20181228,1
14368,20181231,1
14368,20190102,1
14368,20190103,1
14368,20190104,1
14370,20181225,2
14370,20190101,2
14371,20190119,2
14371,20190120,2
14372,20181225,2
14372,20190101,2
14373,20181225,1
14373,20190101,1
14373,20190120,2
14374,20181225,1
14374,20190101,1
14374,20190120,2
14375,20190119,2
14378,20190119,2
14378,20190120,2
14379,20190119,2
14380,20181225,2
14380,20190101,2
14381,20190119,2
14382,20181225,2
14382,20190101,2
14384,20190119,2
14384,20190120,2
14385,20181224,2
14385,20181225,2
14385,20181231,2
14385,20190101,2
14386,20190119,2
14387,20181225,1
14387,20190101,1
14387,20190119,2
14387,20190120,2
14388,20181225,1
14388,20190101,1
14388,20190119,2
14388,20190120,2
14389,20190120,2
14390,20181225,1
14390,20190101,1
14390,20190119,2
14390,20190120,2
14391,20181225,1
14391,20190101,1
14391,20190120,2
14392,20190119,2
14393,20181224,2
14393,20181225,2
14393,20181231,2
14393,20190101,2
14395,20190119,2
14395,20190120,2
14396,20181225,2
14396,20190101,2
14397,20181210,1
14397,20181211,1
14397,20181212,1
14397,20181213,1
14397,20181214,1
14397,20181215,1
14397,20181217,1
14397,20181218,1
14397,20181219,1
14397,20181220,1
14397,20181221,1
14397,20181222,1
14397,20181224,1
14397,20181226,1
14397,20181227,1
14397,20181228,1
14397,20181229,1
14397,20181231,1
14397,20190102,1
14397,20190103,1
14397,20190104,1
14397,20190105,1
14397,20190119,2
14398,20181225,1
14398,20190101,1
14398,20190119,2
14398,20190120,2
14399,20181225,2
14399,20190101,2
14400,20181225,1
14400,20190101,1
14400,20190119,2
14400,20190120,2
14401,20181225,2
14401,20190101,2
14402,20181225,2
14402,20190101,2
14404,20181225,2
14404,20190101,2
14405,20181225,2
14405,20190101,2
14406,20181225,1
14406,20190101,1
14406,20190119,2
14406,20190120,2
14407,20181225,1
14407,20190101,1
14407,20190120,2
142,20181110,1
1715,20181203,1
1254,20181124,1
1254,20181125,1
1254,20181201,1
1254,20181202,1
1254,20181208,1
1348,20181126,1
6529,20181126,1
6531,20181109,1
6531,20181125,2
6522,20181108,1
6522,20181109,1
6522,20181119,2
6522,20181120,2
6522,20181121,2
6522,20181122,2
6327,20181117,2
6327,20181118,2
6327,20181110,2
6327,20181111,2
6520,20181108,2
6520,20181109,2
6574,20181117,2
6574,20181110,2
6540,20181119,2
6540,20181120,2
6540,20181121,2
6540,20181122,2
6540,20181123,2
6540,20181125,2
6540,20181112,2
6540,20181113,2
6540,20181114,2
6540,20181115,2
6540,20181117,2
6540,20181118,2
6540,20181110,2
6540,20181111,2
6563,20181105,1
