Origin,Destination,Price
La Rochelle-Ville,Paris-Montparnasse,89.0
Les Arcs-Draguignan,St-Raphaël-Valescure,8.2
Cagnes-sur-Mer,Monaco-Monte-Carlo,8.4
Avignon-TGV,Orange,8.5
Carentan,Valognes,8.5
Cambrai,Douai,8.7
Poitiers,Châtellerault,9.2
Culoz,Bellegarde,9.3
Lille-Flandres,Douai,9.6
Cannes,Nice-Ville,9.8
Nancy-Ville,Toul,10.1
Bordeaux-St-Jean,Facture-Biganos,10.6
Dunkerque,Hazebrouck,10.7
Morlaix,Landerneau,10.8
Angers-St-Laud,Saumur-Rive-Droite,11.3
Le Teil,Valence,11.3
Besançon-Viotte,Mouchard,11.4
Dijon-Ville,Dole-Ville,11.9
Béziers,Sète,12.1
Le Teil,Orange,12.6
Agde,Narbonne,12.6
Chambéry-Challes-les-Eaux,Annecy,12.6
Lorient,Vannes,12.6
Nîmes,Montpellier (CNM),13.2
Montpellier (CNM),Agde,13.2
Béthune,St-Omer,13.2
Montauban-Ville-Bourbon,Toulouse-Matabiau,13.2
Mâcon-Ville,Chalon-sur-Saône,12.9
Valognes,Lison,13.2
Les Aubrais-Orléans,Blois,13.7
Lille-Europe,Arras,13.7
Culoz,Annecy,14.2
Nantes,St-Nazaire,14.6
Aime-La Plagne,Albertville,14.6
Cannes,Les Arcs-Draguignan,14.6
Fontainebleau-Avon,Sens,14.8
Ruffec,Poitiers,14.8
Colmar,Saverne,15.5
Dijon-Ville,Chalon-sur-Saône,15.0
Nancy-Ville,Neufchâteau,15.0
Plouaret,Landerneau,16.0
Hazebrouck,Arras,16.0
Dunkerque,Béthune,16.0
Lens,St-Omer,16.0
Groisy-Thorens-la-Caille,St-Gervais-les-Bains-Le Fayet,16.5
Antibes,Les Arcs-Draguignan,16.5
Pornichet,Nantes,17.0
Dijon-Ville,Montbard,16.5
Mâcon-Ville,Lyon-St-Exupéry-TGV,16.5
Annecy,Sallanches-Combloux-Megève,17.5
TGV Haute-Picardie,Douai,17.5
Lamballe,Plouaret,18.0
La Roche-sur-Foron,Aix-les-Bains-Le Revard,18.0
Croix-Wasquehal,Arras,17.5
Lyon-Part-Dieu,Mâcon-Loché-TGV,18.5
Mantes-la-Jolie,Rouen-Rive-Droite,18.5
La Baule-Escoublac,Nantes,18.5
Béziers,Carcassonne,18.5
Facture-Biganos,Morcenx,18.0
Dax,Hendaye,19.5
Dole-Ville,Pontarlier,19.5
Le Croisic,Nantes,20.5
Lannion,Lamballe,20.5
Arcachon,Libourne,20.5
Miramas,Orange,20.5
Modane,Chambéry-Challes-les-Eaux,21.0
Lépin-le-Lac-La Bauche,Bourg-St-Maurice,21.0
Limoges-Bénédictins,Brive-la-Gaillarde,21.0
Ancenis,Sablé,21.5
Aix-les-Bains-Le Revard,Bourg-en-Bresse,22.0
Dunkerque,Lille-Europe,21.5
Mâcon-Loché-TGV,Le Creusot-Montceau-Montchanin,23.0
Fontainebleau-Avon,Laroche-Migennes,23.0
Menton,Les Arcs-Draguignan,23.5
Dole-Ville,Montbard,23.5
Toulon,Monaco-Monte-Carlo,35.0
Toulon,Menton,35.0
Lyon-Part-Dieu,Mouchard,24.5
Lyon-Part-Dieu,Annecy,24.5
Aix-les-Bains-Le Revard,Sallanches-Combloux-Megève,24.5
Quimper,Vannes,24.5
Mantes-la-Jolie,Yvetot,24.5
Mantes-la-Jolie,Yvetot,24.5
Lyon-Perrache-Voyageurs,Aix-les-Bains-Le Revard,25.0
Avignon-TGV,Valence,25.0
Cherbourg,Bayeux,25.0
Lille-Europe,Calais-Fréthun,26.0
Nîmes,Le Teil,26.0
Marseille-St-Charles,Les Arcs-Draguignan,26.0
Agen,Bordeaux-St-Jean,26.0
Chambéry-Challes-les-Eaux,Lyon-Part-Dieu,26.0
Perpignan,Sète,26.5
Chambéry-Challes-les-Eaux,Landry,27.0
Dunkerque,Douai,27.0
Lyon-Part-Dieu,Bellegarde,27.0
Lyon-Perrache-Voyageurs,Bellegarde,27.0
Lyon-St-Exupéry-TGV,Bellegarde,27.0
Chambéry-Challes-les-Eaux,Bourg-St-Maurice,28.5
Surgères,Châtellerault,28.5
Dax,Châtellerault,63.0
Biarritz,Poitiers,66.0
Poitiers,St-Jean-de-Luz-Ciboure,67.0
Bayonne,Châtellerault,68.0
Marmande,St-Pierre-des-Corps,69.0
Poitiers,Toulouse-Matabiau,72.0
Lourdes,Châtellerault,73.0
Pau,St-Pierre-des-Corps,78.0
Lépin-le-Lac-La Bauche,Rouen-Rive-Droite,121.0
Agen,Beaune,105.0
Lépin-le-Lac-La Bauche,Lille-Europe,125.0
Carcassonne,Montauban-Ville-Bourbon,28.5
Carcassonne,Perpignan,25.0
Modane,Bourg-en-Bresse,38.0
Mâcon-Ville,Albertville,37.0
Mâcon-Ville,Landry,46.0
Avignon-TGV,Miramas,15.5
Avignon-TGV,Chambéry-Challes-les-Eaux,69.0
Lison,Massy-Palaiseau-Grande-Ceinture,52.0
Cherbourg,Massy-Palaiseau-Grande-Ceinture,52.0
Versailles-Chantiers,Bernay,24.0
Lyon-St-Exupéry-TGV,Toul,63.0
Vendôme,St-Pierre-des-Corps,18.5
Dunkerque,TGV Haute-Picardie,29.0
Lyon-St-Exupéry-TGV,Albertville,35.0
Le Creusot-Montceau-Montchanin,Montélimar,49.0
Genève-Voyageurs,Valence,49.0
Vendôme-Villiers-sur-Loir,Libourne,66.0
Culoz,Cannes,98.0
Annecy,Toulon,88.0
Cannes,Aix-les-Bains-Le Revard,100.0
Montpellier (CNM),Paris-Gare-de-Lyon,114.0
Nîmes,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),114.0
Nîmes,Paris-Nord,114.0
Montpellier (CNM),Paris-Montparnasse,114.0
Marseille-St-Charles,Mantes-la-Jolie,116.0
Massy-Palaiseau-Grande-Ceinture,Marseille-St-Charles,116.0
Aix-en-Provence-TGV,Massy-Palaiseau-Grande-Ceinture,116.0
Aix-en-Provence-TGV,Mantes-la-Jolie,116.0
Mantes-la-Jolie,Marseille-St-Charles,116.0
Marseille-St-Charles,Paris-Nord,116.0
Avignon-TGV,Versailles-Chantiers,116.0
Avignon-TGV,Massy-Palaiseau-Grande-Ceinture,116.0
Avignon-TGV,Marne-la-Vallée-Chessy,116.0
Avignon-TGV,Massy-TGV,116.0
Avignon-TGV,Versailles-Chantiers,116.0
Avignon-TGV,Mantes-la-Jolie,116.0
Massy-TGV,Lyon-Part-Dieu,97.0
Versailles-Chantiers,Lyon-Part-Dieu,97.0
Lyon-Part-Dieu,Massy-Palaiseau-Grande-Ceinture,97.0
Lyon-Perrache-Voyageurs,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),97.0
Lyon-Perrache-Voyageurs,Massy-Palaiseau-Grande-Ceinture,97.0
Lyon-Perrache-Voyageurs,Mantes-la-Jolie,97.0
Lyon-St-Exupéry-TGV,Mantes-la-Jolie,97.0
Lyon-St-Exupéry-TGV,Massy-Palaiseau-Grande-Ceinture,97.0
Dijon-Ville,Marne-la-Vallée-Chessy,67.0
Marne-la-Vallée-Chessy,Besançon-Franche-Comté-TGV,83.0
Mulhouse-Ville,Marne-la-Vallée-Chessy,114.0
Mulhouse-Ville,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),114.0
Vendôme-Villiers-sur-Loir,Niort,42.0
Caen,Mantes-la-Jolie,42.0
Marseille-St-Charles,Toulouse-Matabiau,69.0
Mâcon-Loché-TGV,Chalon-sur-Saône,15.5
Dole-Ville,Belfort,30.0
Strasbourg-Ville,Montbéliard,31.0
Béziers,Le Teil,42.0
Le Teil,Perpignan,52.0
Avignon-TGV,Toulouse-Matabiau,53.0
Nancy-Ville,Mâcon-Loché-TGV,54.0
Lorraine-TGV,Rouen-Rive-Droite,85.0
Strasbourg-Ville,Massy-TGV,107.0
Strasbourg-Ville,Laval,141.0
Strasbourg-Ville,Nantes,146.0
Dijon-Ville,Colmar,57.0
Strasbourg-Ville,Mâcon-Ville,78.0
Strasbourg-Ville,Besançon-Franche-Comté-TGV,57.0
Strasbourg-Ville,Nîmes,119.0
Strasbourg-Ville,Marseille-St-Charles,124.0
Strasbourg-Ville,Avignon-TGV,114.0
Metz-Ville,Nîmes,120.0
Paris-Est,Sélestat,112.0
Paris-Est,Saverne,85.0
Metz-Ville,Colmar,46.0
Metz-Ville,Besançon-Franche-Comté-TGV,62.0
Thionville,Besançon-Franche-Comté-TGV,68.0
Thionville,Valence-TGV,115.0
Thionville,Marseille-St-Charles,131.0
Thionville,Montpellier (CNM),131.0
Nancy-Ville,Béziers,118.0
Culmont-Chalindrey,St-Raphaël-Valescure,124.0
Neufchâteau,Sète,99.0
Culmont-Chalindrey,Carcassonne,101.0
Nancy-Ville,Sète,118.0
Culmont-Chalindrey,Montpellier (CNM),84.0
Agde,Carcassonne,20.5
Massy-Palaiseau-Grande-Ceinture,St-Malo,85.0
Mâcon-Loché-TGV,Versailles-Chantiers,83.0
Annecy,Versailles-Chantiers,104.0
Aix-les-Bains-Le Revard,Versailles-Chantiers,103.0
Hendaye,Lille-Europe,144.0
Lille-Flandres,Hendaye,144.0
Biarritz,TGV Haute-Picardie,144.0
Douai,Montauban-Ville-Bourbon,144.0
Aix-en-Provence-TGV,Arras,144.0
Lille-Flandres,Montpellier (CNM),144.0
Aix-en-Provence-TGV,Douai,144.0
Brest,St-Jean-de-Maurienne-Arvan,147.0
Brest,Cluses,147.0
Brest,St-Gervais-les-Bains-Le Fayet,147.0
Brest,St-Michel-Valloire,147.0
Brest,Aime-La Plagne,147.0
Brest,Albertville,147.0
Morlaix,Sallanches-Combloux-Megève,147.0
Morlaix,Albertville,147.0
Brest,Annemasse,147.0
Brest,Annecy,147.0
St-Avre-la-Chambre,Morlaix,147.0
Landry,Morlaix,147.0
Morlaix,Aix-les-Bains-Le Revard,147.0
Annemasse,Quimper,147.0
Lille-Europe,Narbonne,150.0
Béziers,Lille-Europe,150.0
Lille-Europe,Toulouse-Matabiau,150.0
TGV Haute-Picardie,Toulouse-Matabiau,150.0
Béziers,TGV Haute-Picardie,150.0
Lille-Flandres,Carcassonne,150.0
Perpignan,Douai,150.0
Béziers,Arras,150.0
Béziers,Douai,150.0
Lille-Flandres,Sète,150.0
Agde,Douai,150.0
Lille-Europe,Toulon,155.0
Lille-Flandres,St-Raphaël-Valescure,155.0
Lille-Flandres,Nice-Ville,155.0
Lille-Flandres,Cannes,155.0
Toulon,Douai,155.0
Lille-Flandres,Brive-la-Gaillarde,130.0
Fontainebleau-Avon,Lyon-St-Exupéry-TGV,81.0
Agen,Lyon-St-Exupéry-TGV,103.0
Lyon-St-Exupéry-TGV,Melun,81.0
Lyon-Part-Dieu,Valence-TGV,30.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Toulon,121.0
Marne-la-Vallée-Chessy,TGV Haute-Picardie,45.0
Limoges-Bénédictins,Marne-la-Vallée-Chessy,88.0
Juvisy,Lille-Europe,63.0
Rang-du-Fliers-Verton,Paris-Nord,66.0
Chambéry-Challes-les-Eaux,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),103.0
Avignon-TGV,Lyon-Perrache-Voyageurs,51.0
Dijon-Ville,Paris-Bercy,65.0
Chambéry-Challes-les-Eaux,Paris-Nord,103.0
Marne-la-Vallée-Chessy,Aix-les-Bains-Le Revard,103.0
Paris-Gare-de-Lyon,Chalon-sur-Saône,77.0
Mulhouse-Ville,Besançon-Franche-Comté-TGV,38.0
Dijon-Ville,Besançon-Franche-Comté-TGV,24.5
Belfort-Montbéliard-TGV,Besançon-Franche-Comté-TGV,25.5
Mulhouse-Ville,Mâcon-Ville,65.0
Strasbourg-Ville,Belfort-Montbéliard-TGV,41.0
Colmar,Belfort-Montbéliard-TGV,27.5
Colmar,Besançon-Franche-Comté-TGV,46.0
Colmar,Lyon-Part-Dieu,85.0
Mulhouse-Ville,Lyon-Part-Dieu,78.0
Besançon-Franche-Comté-TGV,Chalon-sur-Saône,30.0
Mâcon-Ville,Belfort-Montbéliard-TGV,55.0
Dijon-Ville,Béziers,101.0
Dijon-Ville,Montpellier (CNM),91.0
Dijon-Ville,Perpignan,107.0
Nîmes,Chalon-sur-Saône,81.0
Chalon-sur-Saône,Sète,81.0
Dijon-Ville,Avignon-TGV,81.0
Mâcon-Ville,Cannes,107.0
Mâcon-Ville,Nice-Ville,107.0
Chalon-sur-Saône,St-Raphaël-Valescure,116.0
Toulon,Chalon-sur-Saône,87.0
Avignon-TGV,Chalon-sur-Saône,72.0
Avignon-TGV,Mâcon-Ville,65.0
Mâcon-Ville,Valence-TGV,44.0
Nîmes,Besançon-Franche-Comté-TGV,105.0
Besançon-Viotte,Marseille-St-Charles,111.0
Aix-en-Provence-TGV,Nancy-Ville,117.0
Marseille-St-Charles,Toul,117.0
Toulon,Toul,123.0
Cannes,Toul,135.0
Nice-Ville,Toul,135.0
Besançon-Viotte,Lille-Flandres,120.0
Besançon-Viotte,Mâcon-Ville,41.0
Mouchard,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),82.0
Mulhouse-Ville,Lyon-Perrache-Voyageurs,78.0
Lille-Flandres,Besançon-Franche-Comté-TGV,120.0
Mâcon-Ville,Agde,81.0
Nancy-Ville,Marne-la-Vallée-Chessy,77.0
Champagne-Ardenne-TGV,Nancy-Ville,42.0
Mulhouse-Ville,Champagne-Ardenne-TGV,86.0
Mâcon-Loché-TGV,Montélimar,48.0
Bordeaux-St-Jean,Nancy-Ville,141.0
Dijon-Ville,Montauban-Ville-Bourbon,122.0
Le Mans,Massy-Palaiseau-Grande-Ceinture,60.0
Le Mans,Marne-la-Vallée-Chessy,60.0
Lamballe,Marne-la-Vallée-Chessy,84.0
Marne-la-Vallée-Chessy,St-Brieuc,84.0
Marseille-Blancarde,Orange,29.0
Marseille-St-Charles,Orange,29.0
Le Teil,Miramas,30.0
Landry,Aix-les-Bains-Le Revard,30.0
Angers-St-Laud,St-Nazaire,30.0
Belfort,Mouchard,30.0
Chambéry-Challes-les-Eaux,Mâcon-Loché-TGV,30.0
St-Maixent (Deux-Sèvres),St-Pierre-des-Corps,30.0
Modane,Mâcon-Loché-TGV,40.0
Plouaret,Rennes,31.0
Facture-Biganos,Bayonne,31.0
Marseille-Blancarde,St-Raphaël-Valescure,31.0
Lyon-Perrache-Voyageurs,Beaune,31.0
Culmont-Chalindrey,Chalon-sur-Saône,31.0
Biarritz,Facture-Biganos,32.0
Boulogne-Ville,Lille-Europe,32.0
Béziers,Toulouse-Matabiau,32.0
Lyon-St-Exupéry-TGV,Annemasse,33.0
La Rochelle-Ville,Châtellerault,34.0
Mâcon-Loché-TGV,Annecy,34.0
Bordeaux-St-Jean,Ruffec,34.0
Villeneuve-lès-Avignon,Toulon,35.0
Morlaix,Rennes,35.0
Dijon-Ville,Montbéliard,34.0
Mâcon-Loché-TGV,Annemasse,35.0
Bordeaux-St-Jean,Orthez,35.0
Bourg-en-Bresse,Évian-les-Bains,35.0
Villeneuve-lès-Avignon,Narbonne,36.0
Juvisy,Vierzon-Ville,35.0
Culmont-Chalindrey,Mâcon-Ville,35.0
Marseille-Blancarde,Antibes,37.0
Carentan,Évreux-Embranchement,37.0
Carcassonne,Nîmes,36.0
Dijon-Ville,Belfort,37.0
St-Jean-de-Maurienne-Arvan,Lyon-Perrache-Voyageurs,37.0
Mâcon-Loché-TGV,Moûtiers-Salins-Brides-les-Bains,40.0
Sablé,La Roche-sur-Yon,38.0
Bourg-en-Bresse,Sallanches-Combloux-Megève,38.0
Surgères,St-Pierre-des-Corps,38.0
Pornichet,Sablé,38.0
Toulon,Orange,38.0
Bréauté-Beuzeville,Massy-Palaiseau-Grande-Ceinture,38.0
Étaples-Le Touquet,Lille-Europe,38.0
La Baule-Escoublac,Sablé,38.0
Le Pouliguen,Sablé,39.0
Lyon-Part-Dieu,Thonon-les-Bains,39.0
Metz-Ville,Culmont-Chalindrey,38.0
Mâcon-Loché-TGV,Aime-La Plagne,42.0
Rang-du-Fliers-Verton,Lille-Europe,39.0
Brive-la-Gaillarde,Châteauroux,40.0
Angers-St-Laud,Rennes,41.0
Angers-St-Laud,Auray,41.0
Le Mans,La Roche-sur-Yon,41.0
Béziers,Montauban-Ville-Bourbon,41.0
Le Mans,St-Nazaire,42.0
Valognes,Bernay,41.0
Mâcon-Ville,Montbéliard,43.0
Cherbourg,Bernay,44.0
Le Mans,Pornichet,44.0
Colmar,Mouchard,44.0
Agen,Angoulême,45.0
Bordeaux-St-Jean,Lourdes,45.0
St-Péray,Agde,45.0
Angoulême,Morcenx,46.0
Valognes,Mantes-la-Jolie,46.0
Culmont-Chalindrey,Lyon-Part-Dieu,48.0
Nancy-Ville,Chalon-sur-Saône,48.0
Grenoble,Le Creusot-Montceau-Montchanin,51.0
Morlaix,Nantes,52.0
Angoulême,Biarritz,53.0
Villeneuve-lès-Avignon,Toulouse-Matabiau,53.0
Angoulême,St-Jean-de-Luz-Ciboure,54.0
Nancy-Ville,Mâcon-Ville,54.0
Lyon-Part-Dieu,Neufchâteau,54.0
Poitiers,Marmande,58.0
Brive-la-Gaillarde,Les Aubrais-Orléans,57.0
Angoulême,Toulouse-Matabiau,60.0
Morcenx,Poitiers,60.0
Brest,Nantes,60.0
Bordeaux-St-Jean,Narbonne,61.0
Pau,Poitiers,69.0
Irun,Poitiers,69.0
Hendaye,Futuroscope,70.0
Châtellerault,St-Jean-de-Luz-Ciboure,70.0
Mouchard,Marseille-St-Charles,70.0
Bordeaux-St-Jean,Montpellier (CNM),72.0
Futuroscope,Toulouse-Matabiau,73.0
Bordeaux-St-Jean,Nîmes,76.0
Orthez,St-Pierre-des-Corps,78.0
St-Pierre-des-Corps,Tarbes,84.0
Montauban-Ville-Bourbon,Narbonne,36.0
La Teste,Libourne,20.5
Mâcon-Ville,Aime-La Plagne,42.0
Avignon-TGV,Montélimar,17.5
Avignon-TGV,Arles,9.8
Valognes,Massy-Palaiseau-Grande-Ceinture,52.0
Angers-St-Laud,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),73.0
Massy-TGV,Nantes,85.0
Marne-la-Vallée-Chessy,Nantes,85.0
Marne-la-Vallée-Chessy,St-Nazaire,86.0
Pornichet,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),87.0
Massy-TGV,Le Croisic,87.0
Le Pouliguen,Marne-la-Vallée-Chessy,87.0
Le Pouliguen,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),87.0
Massy-TGV,La Rochelle-Ville,89.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Rennes,80.0
Massy-TGV,Guingamp,88.0
Marne-la-Vallée-Chessy,Vannes,88.0
Orthez,Paris-Montparnasse,112.0
Dax,Massy-TGV,110.0
Paris-Montparnasse,Tarbes,118.0
Lyon-Perrache-Voyageurs,Rennes,108.0
Saumur-Rive-Droite,Lyon-Perrache-Voyageurs,96.0
Laval,Lyon-Part-Dieu,96.0
Le Mans,Rennes,31.0
Angoulême,Facture-Biganos,33.0
Tours,Angoulême,38.0
Bordeaux-St-Jean,Futuroscope,43.0
Laval,Morlaix,44.0
Facture-Biganos,Poitiers,47.0
Libourne,St-Pierre-des-Corps,50.0
Laval,Brest,51.0
Bordeaux-St-Jean,St-Pierre-des-Corps,53.0
Le Mans,Morlaix,54.0
Châtellerault,Toulouse-Matabiau,72.0
St-Jean-de-Luz-Ciboure,St-Pierre-des-Corps,80.0
Agen,Ruffec,43.0
Strasbourg-Ville,Rennes,146.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),St-Malo,85.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Morlaix,91.0
Brest,Massy-TGV,92.0
Brest,Marne-la-Vallée-Chessy,92.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Rosporden,95.0
Massy-TGV,Quimper,95.0
Massy-TGV,Quimperlé,95.0
Marne-la-Vallée-Chessy,Futuroscope,79.0
Massy-TGV,Ruffec,93.0
Champagne-Ardenne-TGV,Futuroscope,97.0
Poitiers,TGV Haute-Picardie,104.0
Angoulême,Champagne-Ardenne-TGV,106.0
TGV Haute-Picardie,St-Malo,106.0
Quimperlé,TGV Haute-Picardie,106.0
Rosporden,TGV Haute-Picardie,106.0
Arras,Rennes,113.0
Lille-Europe,St-Malo,116.0
Lille-Flandres,St-Malo,116.0
Lille-Europe,Auray,122.0
Angoulême,Arras,120.0
Marseille-St-Charles,St-Pierre-des-Corps,125.0
Le Mans,Aix-en-Provence-TGV,125.0
Lille-Flandres,Libourne,130.0
Douai,Libourne,130.0
Rennes,Valence-TGV,139.0
Bordeaux-St-Jean,Lorraine-TGV,150.0
Marseille-St-Charles,Rennes,148.0
Nîmes,Rennes,148.0
Bordeaux-St-Jean,Paris-Montparnasse,111.0
Poitiers,Paris-Montparnasse,79.0
Niort,Paris-Montparnasse,90.0
Paris-Montparnasse,Bayonne,123.0
Marne-la-Vallée-Chessy,St-Nazaire,88.0
Le Croisic,Paris-Montparnasse,88.0
La Baule-Escoublac,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),88.0
Le Pouliguen,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),88.0
Le Croisic,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),88.0
Surgères,Paris-Montparnasse,94.0
Massy-TGV,Surgères,94.0
Laval,Marne-la-Vallée-Chessy,78.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Redon,94.0
Lorient,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),100.0
Lorient,Marne-la-Vallée-Chessy,100.0
Massy-TGV,Vannes,97.0
Juvisy,Marne-la-Vallée-Chessy,35.0
Champagne-Ardenne-TGV,Meuse-TGV,23.5
Massy-TGV,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),35.0
Mantes-la-Jolie,Massy-Palaiseau-Grande-Ceinture,35.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Massy-Palaiseau-Grande-Ceinture,35.0
Mantes-la-Jolie,Lisieux,37.0
Aix-en-Provence-TGV,Sète,37.0
Mâcon-Loché-TGV,Valence,41.0
Paris-Est,Reims,44.0
Champagne-Ardenne-TGV,Marne-la-Vallée-Chessy,44.0
Nîmes,Valence,41.0
Lyon-Perrache-Voyageurs,Orange,41.0
Avignon-TGV,Béziers,43.0
Montpellier (CNM),Valence,45.0
Béziers,Marseille-St-Charles,46.0
Valence,Chalon-sur-Saône,48.0
Avignon-TGV,St-Raphaël-Valescure,53.0
Béziers,Valence,54.0
Tours,Paris-Montparnasse,65.0
Lyon-St-Exupéry-TGV,Miramas,58.0
Toulon,Valence,57.0
Aix-en-Provence-TGV,Carcassonne,58.0
Lyon-Perrache-Voyageurs,Montpellier (CNM),65.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),St-Pierre-des-Corps,65.0
Lyon-St-Exupéry-TGV,Chalon-sur-Saône,27.5
Grenoble,Lyon-St-Exupéry-TGV,27.5
Miramas,Montélimar,29.0
Lamballe,Landerneau,30.0
Annemasse,Bourg-en-Bresse,30.0
Marseille-St-Charles,St-Raphaël-Valescure,30.0
Dijon-Ville,Neufchâteau,29.0
Bourg-St-Maurice,Aix-les-Bains-Le Revard,31.0
Lyon-Part-Dieu,Beaune,31.0
Vannes,Vitré,31.0
Mâcon-Loché-TGV,Albertville,37.0
Béziers,Villeneuve-lès-Avignon,32.0
La Roche-sur-Foron,Bourg-en-Bresse,32.0
Le Havre,Mantes-la-Jolie,32.0
Angers-St-Laud,Le Pouliguen,33.0
Lyon-Part-Dieu,Le Creusot-Montceau-Montchanin,33.0
Lyon-Perrache-Voyageurs,Le Creusot-Montceau-Montchanin,33.0
Lannion,Rennes,33.0
Niort,St-Pierre-des-Corps,34.0
Angers-St-Laud,Le Croisic,34.0
Metz-Ville,Châlons-en-Champagne,33.0
Facture-Biganos,St-Jean-de-Luz-Ciboure,34.0
Dax,Libourne,35.0
Lorient,Nantes,35.0
Pau,Facture-Biganos,35.0
Hendaye,Facture-Biganos,36.0
Nantes,St-Pierre-des-Corps,36.0
Bordeaux-St-Jean,Bayonne,36.0
Lyon-Part-Dieu,Albertville,36.0
Grenoble,Mâcon-Loché-TGV,36.0
Marseille-Blancarde,Montélimar,36.0
Le Teil,Sète,37.0
Lyon-Perrache-Voyageurs,Montbéliard,37.0
Carentan,Bernay,37.0
Biarritz,Bordeaux-St-Jean,37.0
St-Jean-de-Maurienne-Arvan,Lyon-St-Exupéry-TGV,37.0
Tours,Surgères,38.0
Lorient,Vitré,38.0
Les Aubrais-Orléans,La Souterraine,38.0
Bourg-en-Bresse,Montbéliard,39.0
Le Croisic,Sablé,39.0
Le Teil,Agde,39.0
Agde,Montélimar,39.0
Rennes,Landerneau,40.0
Facture-Biganos,Lourdes,40.0
Dijon-Ville,Toul,40.0
Dijon-Ville,Nancy-Ville,40.0
Biarritz,Libourne,42.0
Mulhouse-Ville,Mouchard,42.0
St-Péray,Sète,42.0
Nantes,St-Brieuc,42.0
Villeneuve-lès-Avignon,Les Arcs-Draguignan,43.0
Carentan,Mantes-la-Jolie,43.0
St-Nazaire,St-Pierre-des-Corps,43.0
Châteauroux,Juvisy,43.0
Cherbourg,Évreux-Embranchement,44.0
Le Mans,La Baule-Escoublac,44.0
Le Teil,Toulon,44.0
Pau,Libourne,44.0
Quimperlé,Vitré,45.0
Landry,Lyon-St-Exupéry-TGV,45.0
Aix-en-Provence-TGV,Monaco-Monte-Carlo,43.0
La Baule-Escoublac,St-Pierre-des-Corps,45.0
Dax,Angoulême,46.0
Valognes,Mantes-la-Jolie,46.0
Bellegarde,Le Creusot-Montceau-Montchanin,45.0
Le Croisic,St-Pierre-des-Corps,47.0
Bordeaux-St-Jean,Tarbes,47.0
Belfort,Montbard,50.0
Le Teil,Le Creusot-Montceau-Montchanin,51.0
Arcachon,Châtellerault,52.0
Angers-St-Laud,St-Brieuc,53.0
Angoulême,Montauban-Ville-Bourbon,53.0
Angers-St-Laud,Quimper,53.0
Pau,Angoulême,55.0
Angers-St-Laud,Guingamp,57.0
Irun,Angoulême,57.0
Angers-St-Laud,Morlaix,63.0
Orthez,Futuroscope,66.0
Agen,St-Pierre-des-Corps,69.0
Aix-en-Provence-TGV,Aix-les-Bains-Le Revard,89.0
Irun,Futuroscope,70.0
Dax,St-Pierre-des-Corps,70.0
Angers-St-Laud,Brest,74.0
Poitiers,Tarbes,73.0
Bayonne,St-Pierre-des-Corps,75.0
Aix-en-Provence-TGV,Annecy,91.0
Biarritz,St-Pierre-des-Corps,76.0
Le Havre,Lépin-le-Lac-La Bauche,121.0
Perpignan,Toulouse-Matabiau,37.0
Mâcon-Ville,Moûtiers-Salins-Brides-les-Bains,40.0
Chambéry-Challes-les-Eaux,Mâcon-Ville,30.0
Versailles-Chantiers,Valognes,52.0
Bayeux,Massy-Palaiseau-Grande-Ceinture,44.0
Évreux-Embranchement,Bernay,13.2
Massy-Palaiseau-Grande-Ceinture,Lisieux,27.0
Versailles-Chantiers,Lisieux,27.0
Modane,Versailles-Chantiers,113.0
St-Avre-la-Chambre,Massy-Palaiseau-Grande-Ceinture,109.0
St-Jean-de-Maurienne-Arvan,Massy-Palaiseau-Grande-Ceinture,111.0
Béziers,Massy-TGV,116.0
Valence-TGV,Hyères,58.0
Massy-TGV,Les Sables-d'Olonne,85.0
Paris-Austerlitz,Rennes,80.0
Paris-Austerlitz,Lamballe,84.0
Paris-Austerlitz,St-Brieuc,84.0
Paris-Austerlitz,Morlaix,91.0
Paris-Austerlitz,Auray,91.0
Paris-Austerlitz,Lorient,91.0
Paris-Austerlitz,Les Sables-d'Olonne,85.0
