Origin,Destination,Price
Avignon-TGV,Lons-le-Saunier,75.0
Avignon-TGV,Menton,62.0
Landry,Massy-Palaiseau-Grande-Ceinture,118.0
Massy-Palaiseau-Grande-Ceinture,Aime-La Plagne,118.0
Versailles-Chantiers,Albertville,115.0
Laval,St-Jean-de-Maurienne-Arvan,127.0
Laval,St-Michel-Valloire,127.0
Grenoble,Valence-TGV,24.5
Aix-en-Provence-TGV,Chambéry-Challes-les-Eaux,89.0
Besançon-Viotte,Moûtiers-Salins-Brides-les-Bains,78.0
Besançon-Viotte,Bourg-St-Maurice,78.0
Aime-La Plagne,École-Valentin,78.0
Valence,Montauban-Ville-Bourbon,83.0
Albertville,Laval,120.0
Roubaix,Croix-Wasquehal,1.6
Le Pouliguen,La Baule-Escoublac,1.6
Cagnes-sur-Mer,Nice-Ville,3.9
St-Jean-de-Maurienne-Arvan,St-Michel-Valloire,4.1
Pornichet,St-Nazaire,4.7
Cluses,Sallanches-Combloux-Megève,5.3
Brest,Landerneau,5.5
Quimperlé,Lorient,6.3
Groisy-Thorens-la-Caille,La Roche-sur-Foron,7.3
Le Havre,Bréauté-Beuzeville,7.9
Grenoble,Lyon-Part-Dieu,26.0
Grenoble,Lyon-Perrache-Voyageurs,26.0
Nîmes,Montélimar,26.0
Caen,Évreux-Embranchement,31.0
Metz-Ville,Neufchâteau,25.5
Saumur-Rive-Droite,Vendôme-Villiers-sur-Loir,27.0
Nîmes,Narbonne,27.0
Mâcon-Loché-TGV,Aix-les-Bains-Le Revard,27.5
Annecy,Bourg-en-Bresse,28.5
Dax,Tarbes,28.5
Ruffec,Libourne,28.5
Ancenis,Les Sables-d'Olonne,28.5
Dax,Bordeaux-St-Jean,29.0
Nantes,Rennes,30.0
Nice-Ville,Toulon,29.0
Nantes,Auray,30.0
Aix-en-Provence-TGV,Les Arcs-Draguignan,30.0
Groisy-Thorens-la-Caille,Bourg-en-Bresse,31.0
Arles,St-Péray,31.0
Angers-St-Laud,Pornichet,32.0
Brest,Lamballe,32.0
Lyon-St-Exupéry-TGV,Le Creusot-Montceau-Montchanin,33.0
Quimper,Redon,33.0
Le Teil,Montpellier (CNM),34.0
Cherbourg,Lisieux,34.0
Aix-en-Provence-TGV,St-Raphaël-Valescure,34.0
Le Mans,Nantes,34.0
Castelnaudary,Montpellier (CNM),34.0
Massy-Palaiseau-Grande-Ceinture,Yvetot,35.0
Bonneville,Bourg-en-Bresse,35.0
Miramas,Valence,35.0
Versailles-Chantiers,Yvetot,35.0
Chalon-sur-Saône,Montbéliard,37.0
Limoges-Bénédictins,Vierzon-Ville,36.0
Bordeaux-St-Jean,Montauban-Ville-Bourbon,36.0
Nîmes,Perpignan,37.0
Dijon-Ville,Lyon-Perrache-Voyageurs,37.0
Dijon-Ville,Lyon-Part-Dieu,37.0
Bourg-en-Bresse,St-Gervais-les-Bains-Le Fayet,38.0
Bordeaux-St-Jean,St-Jean-de-Luz-Ciboure,39.0
Lyon-Perrache-Voyageurs,Thonon-les-Bains,39.0
Angers-St-Laud,Vannes,39.0
Morlaix,Vitré,39.0
Pau,Bordeaux-St-Jean,40.0
Mâcon-Loché-TGV,Bourg-St-Maurice,50.0
Aix-en-Provence-TGV,Menton,43.0
Lyon-Part-Dieu,Aime-La Plagne,44.0
Agen,Narbonne,44.0
Rives,Le Creusot-Montceau-Montchanin,44.0
Hendaye,Libourne,45.0
Modane,Lyon-Perrache-Voyageurs,45.0
Angers-St-Laud,Lorient,45.0
Le Mans,Le Croisic,45.0
Mâcon-Loché-TGV,Neufchâteau,45.0
Lyon-Part-Dieu,Bourg-St-Maurice,46.0
Lyon-Part-Dieu,Montbéliard,46.0
Quimper,Vitré,46.0
Brive-la-Gaillarde,Vierzon-Ville,48.0
Libourne,Tarbes,52.0
Juvisy,La Souterraine,52.0
Bordeaux-St-Jean,Carcassonne,53.0
Metz-Ville,Chalon-sur-Saône,54.0
Agen,Poitiers,58.0
Limoges-Bénédictins,Juvisy,62.0
Nancy-Ville,Lyon-Perrache-Voyageurs,63.0
Nancy-Ville,Lyon-St-Exupéry-TGV,63.0
Orthez,Poitiers,65.0
Poitiers,Bayonne,65.0
Poitiers,Montauban-Ville-Bourbon,66.0
Futuroscope,Montauban-Ville-Bourbon,67.0
Futuroscope,St-Jean-de-Luz-Ciboure,69.0
Hendaye,Poitiers,69.0
Biarritz,Châtellerault,69.0
Morcenx,St-Pierre-des-Corps,70.0
Brive-la-Gaillarde,Juvisy,72.0
Hendaye,Châtellerault,73.0
Châtellerault,Tarbes,73.0
St-Pierre-des-Corps,Toulouse-Matabiau,80.0
Aix-les-Bains-Le Revard,Antibes,105.0
Lépin-le-Lac-La Bauche,Douai,125.0
Montpellier (CNM),Montauban-Ville-Bourbon,47.0
Chambéry-Challes-les-Eaux,Bourg-en-Bresse,24.5
Carentan,Massy-Palaiseau-Grande-Ceinture,52.0
Bayeux,Versailles-Chantiers,44.0
Versailles-Chantiers,Évreux-Embranchement,17.0
Mâcon-Loché-TGV,St-Michel-Valloire,40.0
St-Jean-de-Maurienne-Arvan,Bourg-en-Bresse,38.0
Poitiers,Futuroscope,2.9
Vendôme,Massy-TGV,39.0
Culoz,Valence-TGV,39.0
Toulon,Montélimar,42.0
Genève-Voyageurs,Avignon-TGV,66.0
Vendôme,Libourne,66.0
Culoz,Toulon,98.0
Culoz,St-Raphaël-Valescure,98.0
Forbach,Paris-Est,74.0
Marseille-St-Charles,Aix-les-Bains-Le Revard,89.0
Massy-TGV,Albertville,115.0
Paris-Nord,Moûtiers-Salins-Brides-les-Bains,118.0
Landry,Paris-Gare-de-Lyon,118.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Bourg-St-Maurice,118.0
Landry,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),118.0
Paris-Nord,Bourg-St-Maurice,118.0
Massy-TGV,St-Jean-de-Maurienne-Arvan,111.0
St-Jean-de-Maurienne-Arvan,Paris-Nord,111.0
Annecy,Paris-Nord,104.0
Paris-Gare-de-Lyon,Bellegarde,91.0
Paris-Gare-de-Lyon,Évian-les-Bains,108.0
Marne-la-Vallée-Chessy,Annemasse,108.0
Cluses,Paris-Gare-de-Lyon,119.0
Marne-la-Vallée-Chessy,St-Gervais-les-Bains-Le Fayet,119.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),St-Gervais-les-Bains-Le Fayet,119.0
St-Étienne-Châteaucreux,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),100.0
Montbard,Mantes-la-Jolie,57.0
Dole-Ville,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),79.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Valence,103.0
Paris-Nord,Valence,103.0
Paris-Gare-de-Lyon,Montélimar,105.0
Le Teil,Paris-Nord,105.0
Arles,Paris-Gare-de-Lyon,105.0
Lunéville,Paris-Est,82.0
Paris-Est,Bar-le-Duc,44.0
Paris-Est,Remiremont,87.0
Épinal,Paris-Est,85.0
Rethel,Paris-Est,44.0
Paris-Nord,Valenciennes,57.0
Mâcon-Ville,Montauban-Ville-Bourbon,97.0
Mâcon-Loché-TGV,Montauban-Ville-Bourbon,97.0
Meuse-TGV,St-Dié,33.0
Lyon-Part-Dieu,Nantes,108.0
Lyon-Part-Dieu,Poitiers,96.0
Lyon-Perrache-Voyageurs,Poitiers,96.0
Lyon-Perrache-Voyageurs,Châtellerault,96.0
Saumur-Rive-Droite,Lyon-St-Exupéry-TGV,96.0
Lyon-St-Exupéry-TGV,Châtellerault,96.0
Villeneuve-lès-Avignon,Marseille-Blancarde,30.0
Avignon-TGV,Narbonne,46.0
Avignon-TGV,Antibes,61.0
Avignon-TGV,Nice-Ville,62.0
Bordeaux-St-Jean,Marseille-St-Charles,107.0
Massy-TGV,Saverne,85.0
Saverne,Futuroscope,137.0
Le Mans,Saverne,127.0
Aix-en-Provence-TGV,École-Valentin,111.0
Lyon-Part-Dieu,École-Valentin,51.0
Vendôme-Villiers-sur-Loir,Lyon-Part-Dieu,95.0
Vendôme-Villiers-sur-Loir,Lyon-Perrache-Voyageurs,95.0
Vendôme-Villiers-sur-Loir,Valence,113.0
Aix-en-Provence-TGV,Vendôme-Villiers-sur-Loir,125.0
Avignon-TGV,Vendôme-Villiers-sur-Loir,125.0
Vendôme-Villiers-sur-Loir,Nîmes,125.0
Meuse-TGV,Vendôme-Villiers-sur-Loir,87.0
Avignon-TGV,Perpignan,48.0
Culmont-Chalindrey,Valence-TGV,77.0
Colmar,Albertville,106.0
Mulhouse-Ville,Albertville,98.0
Aime-La Plagne,Belfort-Montbéliard-TGV,92.0
Landry,Belfort-Montbéliard-TGV,92.0
Landry,Besançon-Franche-Comté-TGV,78.0
Avignon-TGV,École-Valentin,91.0
Versailles-Chantiers,Moûtiers-Salins-Brides-les-Bains,118.0
Versailles-Chantiers,Bourg-St-Maurice,118.0
Versailles-Chantiers,Landry,118.0
Massy-Palaiseau-Grande-Ceinture,Albertville,115.0
Grenoble,Marseille-St-Charles,65.0
Aix-en-Provence-TGV,Toul,117.0
Landry,École-Valentin,78.0
Bourg-St-Maurice,École-Valentin,78.0
Bourg-St-Maurice,Laval,120.0
Tourcoing,Roubaix,1.6
La Teste,Arcachon,1.6
Pornichet,La Baule-Escoublac,2.2
Tourcoing,Croix-Wasquehal,2.7
Pornichet,Le Pouliguen,3.0
Monaco-Monte-Carlo,Menton,3.0
Calais-Ville,Calais-Fréthun,3.1
Cagnes-sur-Mer,Antibes,3.5
Biarritz,St-Jean-de-Luz-Ciboure,4.3
Hendaye,St-Jean-de-Luz-Ciboure,4.3
Chambéry-Challes-les-Eaux,Aix-les-Bains-Le Revard,4.6
Pornichet,Le Croisic,4.6
Bonneville,Cluses,4.7
Facture-Biganos,La Teste,5.1
Modane,St-Michel-Valloire,5.3
Béthune,Lens,5.8
La Baule-Escoublac,St-Nazaire,6.0
Charleville-Mézières,Sedan,6.3
Lamballe,St-Brieuc,6.6
Béziers,Agde,6.7
Culoz,Aix-les-Bains-Le Revard,6.7
St-Avre-la-Chambre,St-Michel-Valloire,6.7
Bayonne,St-Jean-de-Luz-Ciboure,7.2
Agde,Sète,7.5
Guingamp,Plouaret,7.9
Cluses,La Roche-sur-Foron,7.9
Guingamp,Rennes,26.0
Bar-le-Duc,Thionville,26.0
Marseille-Blancarde,Les Arcs-Draguignan,27.0
St-Brieuc,Vitré,27.0
Aime-La Plagne,Bourg-en-Bresse,27.5
Lyon-St-Exupéry-TGV,Annecy,28.5
Bréauté-Beuzeville,Mantes-la-Jolie,28.5
Rennes,Auray,28.5
La Rochelle-Ville,Poitiers,28.5
Lyon-Part-Dieu,Chalon-sur-Saône,27.5
Villeneuve-lès-Avignon,Agde,29.0
Valognes,Lisieux,30.0
Rosporden,Redon,30.0
La Rochelle-Ville,Futuroscope,30.0
Montpellier (CNM),Perpignan,31.0
St-Jean-de-Maurienne-Arvan,Mâcon-Loché-TGV,40.0
Lyon-St-Exupéry-TGV,Beaune,31.0
Ruffec,St-Pierre-des-Corps,31.0
Guingamp,Vitré,32.0
Le Havre,Mantes-la-Jolie,32.0
Angers-St-Laud,La Baule-Escoublac,32.0
Lille-Flandres,Boulogne-Ville,32.0
Lyon-Perrache-Voyageurs,Annemasse,33.0
Tours,Niort,34.0
Bourg-en-Bresse,Thonon-les-Bains,34.0
Évreux-Embranchement,Lison,35.0
Cannes,Marseille-St-Charles,35.0
Massy-TGV,Yvetot,35.0
Cluses,Bourg-en-Bresse,36.0
Plouaret,Vitré,36.0
Chambéry-Challes-les-Eaux,Valence-TGV,36.0
Le Teil,Marseille-Blancarde,36.0
Marseille-St-Charles,Antibes,36.0
Montélimar,Sète,37.0
Villeneuve-lès-Avignon,Hyères,37.0
Agen,Carcassonne,37.0
St-Jean-de-Maurienne-Arvan,Lyon-Part-Dieu,37.0
Tours,La Rochelle-Ville,38.0
Aix-en-Provence-TGV,Cannes,38.0
Bréauté-Beuzeville,Versailles-Chantiers,38.0
Marseille-St-Charles,Nice-Ville,38.0
Mâcon-Loché-TGV,Thonon-les-Bains,39.0
Le Mans,Savenay,39.0
Rennes,Rosporden,39.0
Nancy-Ville,Is-sur-Tille,40.0
Orthez,Libourne,40.0
Mâcon-Loché-TGV,Évian-les-Bains,40.0
Lyon-Perrache-Voyageurs,Évian-les-Bains,40.0
Valognes,Évreux-Embranchement,41.0
Cluses,Mâcon-Loché-TGV,40.0
Bayonne,Libourne,41.0
Irun,Bordeaux-St-Jean,41.0
Landry,Mâcon-Loché-TGV,46.0
Le Havre,Massy-Palaiseau-Grande-Ceinture,41.0
Lyon-Part-Dieu,Moûtiers-Salins-Brides-les-Bains,41.0
Montpellier (CNM),Toulouse-Matabiau,41.0
Rennes,Quimper,42.0
Brest,Rennes,42.0
Laval,Lannion,42.0
Bordeaux-St-Jean,Toulouse-Matabiau,41.0
Carcassonne,Villeneuve-lès-Avignon,43.0
Nantes,Quimper,43.0
Mâcon-Loché-TGV,St-Gervais-les-Bains-Le Fayet,43.0
Carentan,Mantes-la-Jolie,43.0
Villeneuve-lès-Avignon,Perpignan,43.0
St-Jean-de-Luz-Ciboure,Libourne,43.0
Modane,Lyon-St-Exupéry-TGV,42.0
Châteauroux,Juvisy,43.0
Landerneau,Vitré,44.0
Angoulême,Marmande,45.0
Landry,Lyon-Part-Dieu,45.0
Mâcon-Ville,Neufchâteau,45.0
Le Pouliguen,St-Pierre-des-Corps,46.0
Villeneuve-lès-Avignon,St-Raphaël-Valescure,46.0
Guingamp,Nantes,46.0
Lyon-St-Exupéry-TGV,Montbéliard,46.0
Brest,Vitré,46.0
Libourne,Toulouse-Matabiau,47.0
Limoges-Bénédictins,Les Aubrais-Orléans,46.0
Agen,Béziers,47.0
Toul,Chalon-sur-Saône,47.0
Laval,Rosporden,48.0
Montbard,Montbéliard,48.0
Facture-Biganos,Châtellerault,51.0
Angoulême,Orthez,51.0
Angoulême,Bayonne,52.0
Mâcon-Ville,Toul,54.0
Lyon-St-Exupéry-TGV,Neufchâteau,54.0
Biarritz,Ruffec,55.0
Ruffec,Bayonne,55.0
Hendaye,Angoulême,57.0
Angers-St-Laud,Massy-Palaiseau-Grande-Ceinture,57.0
Futuroscope,Marmande,58.0
Agen,Futuroscope,60.0
Dax,Poitiers,60.0
Avignon-TGV,Chambéry-Challes-les-Eaux,69.0
Angoulême,Lourdes,61.0
Dax,Futuroscope,61.0
Metz-Ville,Mâcon-Loché-TGV,62.0
Angoulême,Tarbes,63.0
Avignon-TGV,Le Mans,125.0
Grenoble,TGV Haute-Picardie,119.0
Moûtiers-Salins-Brides-les-Bains,TGV Haute-Picardie,119.0
Bourg-St-Maurice,TGV Haute-Picardie,119.0
TGV Haute-Picardie,Albertville,119.0
St-Jean-de-Maurienne-Arvan,TGV Haute-Picardie,119.0
La Roche-sur-Foron,TGV Haute-Picardie,119.0
Chambéry-Challes-les-Eaux,Rouen-Rive-Droite,121.0
Le Mans,Bourg-St-Maurice,120.0
Le Mans,Albertville,120.0
Le Mans,Modane,120.0
Le Mans,St-Michel-Valloire,120.0
Le Mans,St-Avre-la-Chambre,120.0
Angers-St-Laud,Chambéry-Challes-les-Eaux,120.0
Angers-St-Laud,Cluses,120.0
Angers-St-Laud,Albertville,120.0
Angers-St-Laud,St-Avre-la-Chambre,120.0
Le Mans,Annemasse,120.0
Lille-Flandres,Lamballe,119.0
Dijon-Ville,Agen,122.0
Cannes,Neufchâteau,124.0
Neufchâteau,St-Raphaël-Valescure,124.0
Guingamp,TGV Haute-Picardie,120.0
Morlaix,TGV Haute-Picardie,120.0
Bayeux,Chambéry-Challes-les-Eaux,125.0
Lison,Moûtiers-Salins-Brides-les-Bains,125.0
Bayeux,Moûtiers-Salins-Brides-les-Bains,125.0
Cherbourg,Aime-La Plagne,125.0
Carentan,Aime-La Plagne,125.0
Valognes,Landry,125.0
Valognes,Aime-La Plagne,125.0
Carentan,Albertville,125.0
Évreux-Embranchement,Aime-La Plagne,125.0
Évreux-Embranchement,Bourg-St-Maurice,125.0
Avignon-TGV,Tours,125.0
Annecy,Rennes,124.0
Lille-Flandres,Bellegarde,127.0
Arras,Bellegarde,127.0
Lille-Flandres,Valence-TGV,127.0
Arras,Rosporden,125.0
Grenoble,Nantes,125.0
Grenoble,Lille-Europe,127.0
Lille-Europe,Sallanches-Combloux-Megève,127.0
Arras,Albertville,127.0
Lille-Flandres,Albertville,127.0
Moûtiers-Salins-Brides-les-Bains,Douai,127.0
Cluses,Arras,127.0
Arras,St-Michel-Valloire,127.0
Lille-Flandres,St-Gervais-les-Bains-Le Fayet,127.0
St-Jean-de-Maurienne-Arvan,Douai,127.0
Douai,Sallanches-Combloux-Megève,127.0
Dunkerque,St-Avre-la-Chambre,127.0
Dunkerque,Aix-les-Bains-Le Revard,127.0
Lille-Flandres,Aix-les-Bains-Le Revard,127.0
La Roche-sur-Foron,Arras,127.0
Cluses,Nantes,127.0
Grenoble,Rennes,127.0
Marseille-St-Charles,Rouen-Rive-Droite,129.0
Cluses,Rennes,132.0
Rennes,St-Gervais-les-Bains-Le Fayet,132.0
Annemasse,Rennes,132.0
Angers-St-Laud,Aix-en-Provence-TGV,133.0
St-Avre-la-Chambre,Rennes,132.0
Brest,Lyon-Part-Dieu,133.0
Brest,Lyon-Perrache-Voyageurs,133.0
Lyon-Part-Dieu,Morlaix,133.0
Lyon-Perrache-Voyageurs,Morlaix,133.0
Aix-en-Provence-TGV,TGV Haute-Picardie,136.0
St-Brieuc,St-Gervais-les-Bains-Le Fayet,137.0
St-Brieuc,Sallanches-Combloux-Megève,137.0
Guingamp,Annecy,137.0
Guingamp,St-Jean-de-Maurienne-Arvan,137.0
Lorient,Moûtiers-Salins-Brides-les-Bains,137.0
Modane,Guingamp,137.0
Modane,Vannes,137.0
Bourg-St-Maurice,Vannes,137.0
Landry,Vannes,137.0
Modane,Lorient,137.0
Vannes,St-Gervais-les-Bains-Le Fayet,137.0
Lorient,Albertville,137.0
St-Avre-la-Chambre,Lorient,137.0
Bourg-St-Maurice,Auray,137.0
Albertville,Auray,137.0
St-Avre-la-Chambre,Auray,137.0
Vannes,Sallanches-Combloux-Megève,137.0
Guingamp,Aime-La Plagne,137.0
Cluses,Auray,137.0
Aime-La Plagne,Auray,137.0
St-Jean-de-Maurienne-Arvan,Lorient,137.0
Vannes,St-Michel-Valloire,137.0
Chambéry-Challes-les-Eaux,Redon,137.0
Lorient,Annemasse,137.0
Redon,Sallanches-Combloux-Megève,137.0
St-Avre-la-Chambre,Redon,137.0
Lorient,Aix-les-Bains-Le Revard,137.0
Auray,St-Michel-Valloire,137.0
Avignon-TGV,Arras,144.0
Nîmes,Nantes,142.0
Dax,Lille-Europe,144.0
Lille-Europe,Montauban-Ville-Bourbon,144.0
Quimperlé,Rosporden,7.9
Boulogne-Ville,Étaples-Le Touquet,8.0
Montpellier (CNM),Sète,8.4
Modane,St-Jean-de-Maurienne-Arvan,8.5
Annemasse,Thonon-les-Bains,8.9
Dole-Ville,Mouchard,9.2
Arles,Miramas,9.6
Arles,Villeneuve-lès-Avignon,9.8
Douai,Valenciennes,10.0
Bordeaux-St-Jean,Libourne,10.2
Cannes,St-Raphaël-Valescure,10.2
Modane,St-Avre-la-Chambre,10.5
Lille-Europe,Lens,10.6
Annecy,Aix-les-Bains-Le Revard,10.6
Annemasse,Évian-les-Bains,10.6
Strasbourg-Ville,Sélestat,10.7
La Roche-sur-Foron,Sallanches-Combloux-Megève,10.8
Cluses,Annemasse,11.0
Moûtiers-Salins-Brides-les-Bains,Albertville,11.0
Strasbourg-Ville,Saverne,10.9
Frasne,Mouchard,10.8
St-Péray,Le Teil,11.3
Valence,Montélimar,11.3
Lunéville,Sarrebourg,11.4
Caen,Lisieux,11.9
Groisy-Thorens-la-Caille,Cluses,11.9
La Roche-sur-Foron,St-Gervais-les-Bains-Le Fayet,11.9
Le Mans,Sablé,12.1
Cambrai,Arras,12.9
Groisy-Thorens-la-Caille,Aix-les-Bains-Le Revard,13.2
Bordeaux-St-Jean,La Teste,13.2
Hazebrouck,Lille-Europe,13.2
Tours,Blois,13.5
Caen,Lison,13.5
Lille-Flandres,Arras,13.7
St-Étienne-Châteaucreux,Lyon-Part-Dieu,13.7
St-Étienne-Châteaucreux,Lyon-Perrache-Voyageurs,13.7
Annemasse,Sallanches-Combloux-Megève,13.7
Pau,Tarbes,13.7
Chambéry-Challes-les-Eaux,St-Avre-la-Chambre,13.7
Mouchard,Pontarlier,14.2
Bellegarde,Thonon-les-Bains,15.0
Nice-Ville,St-Raphaël-Valescure,15.0
Étaples-Le Touquet,Calais-Fréthun,15.5
Rennes,Redon,16.0
Marseille-St-Charles,Toulon,16.0
Agen,Montauban-Ville-Bourbon,16.5
Caen,Carentan,16.5
Redon,Auray,16.5
Béziers,Montpellier (CNM),17.0
Mâcon-Ville,Lyon-Perrache-Voyageurs,16.5
Avignon-TGV,Le Teil,17.5
Avignon-TGV,Sète,18.0
Besançon-Viotte,Lons-le-Saunier,17.5
Lyon-Perrache-Voyageurs,Mâcon-Loché-TGV,18.5
Morcenx,Bayonne,19.0
Arles,Marseille-St-Charles,19.0
Lyon-St-Exupéry-TGV,Mâcon-Loché-TGV,19.0
Le Havre,Rouen-Rive-Droite,19.5
Morlaix,St-Brieuc,19.5
St-Maixent (Deux-Sèvres),La Rochelle-Ville,20.0
Nîmes,Agde,20.5
Guingamp,Landerneau,21.0
Villeneuve-lès-Avignon,Montpellier (CNM),21.0
Nancy-Ville,Remiremont,21.0
Cluses,Aix-les-Bains-Le Revard,21.5
Caen,Valognes,22.0
Chambéry-Challes-les-Eaux,Moûtiers-Salins-Brides-les-Bains,22.0
Nancy-Ville,Saverne,21.5
Lille-Flandres,TGV Haute-Picardie,22.5
Lamballe,Morlaix,22.5
Niort,Châtellerault,23.5
Surgères,Poitiers,24.0
Arles,Le Teil,24.0
Arles,Montélimar,24.0
Tours,Les Aubrais-Orléans,24.0
Moûtiers-Salins-Brides-les-Bains,Aix-les-Bains-Le Revard,24.0
Juvisy,Les Aubrais-Orléans,24.0
Juvisy,Les Aubrais-Orléans,24.0
Avignon-TGV,Marseille-Blancarde,24.5
Lourdes,Morcenx,25.0
Dax,Lourdes,25.0
Chambéry-Challes-les-Eaux,Aime-La Plagne,25.0
Rennes,Vannes,25.5
Quimperlé,Redon,26.0
St-Brieuc,Landerneau,26.0
Bayeux,Bernay,26.0
Lyon-St-Exupéry-TGV,Aix-les-Bains-Le Revard,25.5
Saumur-Rive-Droite,Nantes,26.5
Nantes,Vannes,27.0
Nantes,Sablé,27.0
Dijon-Ville,Pontarlier,26.5
Châteauroux,Les Aubrais-Orléans,27.0
Besançon-Viotte,Bourg-en-Bresse,26.5
Landry,Bourg-en-Bresse,28.5
Massy-TGV,Rouen-Rive-Droite,27.5
Massy-Palaiseau-Grande-Ceinture,Rouen-Rive-Droite,27.5
Bréauté-Beuzeville,Mantes-la-Jolie,28.5
Lyon-Perrache-Voyageurs,Chalon-sur-Saône,27.5
Strasbourg-Ville,Nancy-Ville,27.5
Lille-Europe,Mouchard,113.0
Annecy,St-Raphaël-Valescure,101.0
Cannes,Annecy,105.0
Annecy,Nice-Ville,108.0
Avignon-TGV,Annecy,77.0
Marne-la-Vallée-Chessy,Montpellier (CNM),114.0
Aix-en-Provence-TGV,Marne-la-Vallée-Chessy,116.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Marseille-St-Charles,116.0
Massy-TGV,Marseille-St-Charles,116.0
Aix-en-Provence-TGV,Massy-TGV,116.0
Versailles-Chantiers,Marseille-St-Charles,116.0
Aix-en-Provence-TGV,Paris-Nord,116.0
Avignon-TGV,Marne-la-Vallée-Chessy,116.0
Avignon-TGV,Mantes-la-Jolie,116.0
Lyon-Part-Dieu,Paris-Gare-de-Lyon,97.0
Lyon-Perrache-Voyageurs,Paris-Gare-de-Lyon,97.0
Lyon-St-Exupéry-TGV,Paris-Gare-de-Lyon,97.0
Lyon-St-Exupéry-TGV,Mantes-la-Jolie,97.0
Lyon-Perrache-Voyageurs,Paris-Nord,97.0
Grenoble,Paris-Gare-de-Lyon,108.0
Massy-TGV,Grenoble,108.0
Besançon-Viotte,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),83.0
Besançon-Viotte,Mantes-la-Jolie,83.0
Mulhouse-Ville,Paris-Gare-de-Lyon,114.0
Évreux-Embranchement,Montbard,75.0
Rouen-Rive-Droite,Yvetot,10.5
Le Teil,Narbonne,45.0
Le Havre,Meuse-TGV,60.0
Champagne-Ardenne-TGV,Rouen-Rive-Droite,53.0
Strasbourg-Ville,Rouen-Rive-Droite,106.0
Conflans-Fin-d'Oise,Meuse-TGV,44.0
Strasbourg-Ville,Meuse-TGV,60.0
Strasbourg-Ville,Arras,132.0
Strasbourg-Ville,Montpellier (CNM),123.0
Mulhouse-Ville,Marseille-St-Charles,124.0
Colmar,Avignon-TGV,114.0
Mulhouse-Ville,Avignon-TGV,114.0
Strasbourg-Ville,Lyon-Part-Dieu,87.0
Marseille-St-Charles,Belfort-Montbéliard-TGV,124.0
Nîmes,Neufchâteau,85.0
Metz-Ville,Montpellier (CNM),124.0
Strasbourg-Ville,Lyon-St-Exupéry-TGV,87.0
Paris-Est,Sarrebourg,85.0
Montpellier (CNM),Toul,93.0
Metz-Ville,Lyon-Part-Dieu,88.0
Thionville,Colmar,47.0
Thionville,Lyon-St-Exupéry-TGV,94.0
Beaune,Les Arcs-Draguignan,91.0
Toul,Culmont-Chalindrey,30.0
Nancy-Ville,Toulouse-Matabiau,127.0
Culmont-Chalindrey,Antibes,124.0
Thionville,Chalon-sur-Saône,83.0
Toul,Sète,103.0
Toul,Béziers,103.0
Toul,Carcassonne,110.0
Neufchâteau,Agde,99.0
Neufchâteau,Narbonne,103.0
Neufchâteau,Carcassonne,106.0
Culmont-Chalindrey,Sète,94.0
Bourg-en-Bresse,Versailles-Chantiers,84.0
St-Avre-la-Chambre,Versailles-Chantiers,109.0
St-Jean-de-Maurienne-Arvan,Versailles-Chantiers,111.0
Nîmes,Paris-Montparnasse,114.0
St-Michel-Valloire,Massy-Palaiseau-Grande-Ceinture,113.0
Sète,Massy-TGV,116.0
Aix-les-Bains-Le Revard,Massy-Palaiseau-Grande-Ceinture,103.0
Massy-TGV,Vitré,72.0
Paris-Austerlitz,Laval,72.0
Paris-Austerlitz,Brest,92.0
Paris-Austerlitz,Rosporden,95.0
Paris-Austerlitz,St-Malo,85.0
Paris-Austerlitz,Nantes,85.0
Paris-Austerlitz,La Roche-sur-Yon,83.0
Paris-Austerlitz,Niort,84.0
Paris-Austerlitz,St-Maixent (Deux-Sèvres),84.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Poitiers,75.0
Roissy-Aéroport-Charles-de-Gaulle 2-TGV (TGV),Futuroscope,75.0
Laval,TGV Haute-Picardie,88.0
Laval,Lille-Europe,97.0
Poitiers,TGV Haute-Picardie,102.0
TGV Haute-Picardie,Quimper,106.0
Lille-Europe,Rennes,108.0
Arras,Rennes,108.0
Rennes,Douai,108.0
Douai,Redon,108.0
Douai,St-Malo,110.0
Lille-Europe,Lorient,114.0
TGV Haute-Picardie,Libourne,119.0
Lorraine-TGV,Nantes,121.0
Marseille-St-Charles,St-Pierre-des-Corps,125.0
Le Mans,Aix-en-Provence-TGV,125.0
Le Mans,Nîmes,125.0
Quimperlé,Lille-Europe,125.0
Poitiers,Paris-Montparnasse,75.0
Angoulême,Paris-Montparnasse,87.0
Paris-Montparnasse,Libourne,96.0
Bordeaux-St-Jean,Massy-TGV,96.0
Angoulême,Massy-TGV,87.0
Massy-TGV,Futuroscope,75.0
