Origin,Destination,Price
Gaillon-Aubevoye,Bréauté-Beuzeville,19.9
Paris-St-Lazare,Val-de-Reuil,19.9
Strasbourg-Ville,Lunéville,20.0
Uzerche,Gourdon,20.0
Nogent-sur-Vernisson,Fourchambault,20.1
Bordeaux-St-Jean,St-Astier,20.1
Terrasson-Lavilledieu,Ussel,20.1
Orléans,St-Pierre-des-Corps,20.2
Les Aubrais-Orléans,St-Pierre-des-Corps,20.2
Tours,Vierzon-Ville,20.2
Angoulême,Poitiers,20.2
Évreux-Embranchement,Trouville-Deauville,20.2
Angoulême,Futuroscope,20.2
Les Aubrais-Orléans,Bourges,20.2
Salbris,St-Amand-Montrond-Orval,20.2
Nantes,Luçon,20.2
Coutras,Thiviers,20.2
Pau,Montréjeau-Gourdan-Polignan,20.4
Langres,Lure,20.4
St-Georges-d'Aurac,Villefort,20.4
Les Aubrais-Orléans,St-Pierre-des-Corps,20.4
Gourdon,Montauban-Ville-Bourbon,20.5
Brive-la-Gaillarde,Cahors,20.5
La Bastide-St-Laurent-les-Bains,Nîmes,20.5
Caussade,Souillac,20.5
Argentan,Folligny,20.5
Cerbère,Narbonne,20.5
Brassac-les-Mines-Ste-Florine,Langogne,20.5
Limoges-Bénédictins,Brive-la-Gaillarde,20.5
Pau,Biarritz,20.5
Surdon,Villedieu-les-Poêles,20.5
La Rochelle-Ville,Jonzac,20.7
Orléans,Tours,20.7
Dreux,Argentan,20.7
Les Aubrais-Orléans,Tours,20.7
St-Astier,Tulle,20.8
Val-de-Reuil,Le Havre,20.8
Périgueux,Corrèze,20.8
Paris-Montparnasse,Verneuil-sur-Avre,20.9
Condat-le-Lardin,Ussel,20.9
Brioude,La Bastide-St-Laurent-les-Bains,20.9
St-Just-en-Chaussée,Rue,20.9
Arvant,Aumont-Aubrac,20.9
Saumur-Rive-Droite,Blois,20.9
Chaumont,Vesoul,20.9
Vierzon-Ville,Vallon,20.9
Nogent-sur-Vernisson,Nevers,20.9
Riom-Châtel-Guyon,Roanne,20.9
Castelnaudary,Montauban-Ville-Bourbon,21.0
Nevers,St-Germain-des-Fossés,21.0
Issoudun,La Souterraine,21.0
Nemours-St-Pierre,Tracy-Sancerre,21.1
Pont-Ste-Maxence,Busigny,21.1
Paris-Bercy,Montargis,21.1
Langeac,Génolhac,21.1
Les Aubrais-Orléans,Paris-Austerlitz,21.1
Vichy,Tarare,21.2
Argentan,Écommoy,21.2
Orléans,Paris-Austerlitz,21.4
Noyon,Maubeuge,21.4
Mantes-la-Jolie,Yvetot,21.4
Lannemezan,Toulouse-Matabiau,21.4
Bayonne,Coarraze-Nay,21.5
Montargis,Pougues-les-Eaux,21.5
Limoges-Bénédictins,Argenton-sur-Creuse,21.5
Clermont-Ferrand,Moulins-sur-Allier,21.5
Bordeaux-St-Jean,Saintes,21.7
Compiègne,Cambrai,21.7
Boulogne-Ville,Amiens,21.7
Lisieux,Carentan,21.7
Vernon-Giverny,Le Havre,21.8
Coutras,Condat-le-Lardin,21.8
Sées,Château-du-Loir,21.8
Vernon-Giverny,Bréauté-Beuzeville,21.8
Paris-Nord,Chauny,21.8
Niversac,Égletons,21.8
Verneuil-sur-Avre,Flers,21.9
Creil,Abbeville,21.9
Versailles-Chantiers,L'Aigle,21.9
Toulouse-Matabiau,Cahors,22.0
Paris-St-Lazare,Conches,22.1
Paris-St-Lazare,Oissel,22.1
Rochefort,St-Mariens-St-Yzan,22.1
Montpon-Ménestérol,Brive-la-Gaillarde,22.1
Longueau,Paris-Nord,22.1
St-Georges-d'Aurac,Génolhac,22.2
Pau,St-Gaudens,22.2
Noyon,Aulnoye-Aymeries,22.4
Châtelaillon,Montendre,22.4
Nemours-St-Pierre,Pouilly-sur-Loire,22.4
Longueau,Boulogne-Ville,22.4
Arvant,La Bastide-St-Laurent-les-Bains,22.4
Pau,St-Jean-de-Luz-Ciboure,22.4
Arles,Sète,22.5
Avignon-Terminal TER,Sète,22.5
Uzerche,La Souterraine,22.5
Pont-Ste-Maxence,Caudry,22.5
Bordeaux-St-Jean,Périgueux,22.5
Libourne,Thiviers,22.5
Montargis,Fourchambault,22.5
Nevers,Vichy,22.5
Issoudun,Les Aubrais-Orléans,22.5
Creil,Busigny,22.7
Argentan,Granville,22.7
Troyes,Langres,22.7
Coutras,Terrasson-Lavilledieu,22.7
Paris-Nord,Romilly-sur-Seine,22.7
L'Aigle,Vire,22.7
Surdon,Folligny,22.7
Angers-St-Laud,Amboise,22.7
Paris-Nord,Tergnier,22.8
Évreux-Embranchement,Caen,22.8
Paris-Nord,Amiens,22.8
Caen,Cherbourg,22.9
Biarritz,Coarraze-Nay,22.9
Nantes,Saumur-Rive-Droite,22.9
Saumur-Rive-Droite,Nantes,22.9
Clermont-Ferrand,Roanne,22.9
Peyrehorade,Tarbes,22.9
La Roche-sur-Yon,Rochefort,22.9
Paris-Est,Longueville,22.9
Romilly-sur-Seine,Chaumont,22.9
Béziers,Castelnaudary,23.0
Béziers,Nîmes,23.0
Carcassonne,Perpignan,23.0
Agen,Toulouse-Matabiau,23.0
Compiègne,Aulnoye-Aymeries,23.1
Surdon,Château-du-Loir,23.1
Langogne,Nîmes,23.2
Brassac-les-Mines-Ste-Florine,La Bastide-St-Laurent-les-Bains,23.2
Mantes-la-Jolie,Lisieux,23.2
Issoire,Langogne,23.2
St-Astier,Corrèze,23.2
St-Just-en-Chaussée,Rang-du-Fliers-Verton,23.4
Culmont-Chalindrey,Belfort,23.4
Périgueux,Égletons,23.4
Mussidan,Limoges-Bénédictins,23.4
Montargis,Nevers,23.4
Les Aubrais-Orléans,Paris-Austerlitz,23.5
Les Aubrais-Orléans,Paris-Bercy,23.5
Bernay,Lison,23.5
Paris-Bercy,Nogent-sur-Vernisson,23.5
Mussidan,Tulle,23.5
Gaillon-Aubevoye,Le Havre,23.5
Les Aubrais-Orléans,Paris-Gare-de-Lyon,23.5
Angoulême,Bordeaux-St-Jean,23.5
Villefort,Arles,23.6
Orthez,Lannemezan,23.6
La Rochelle-Ville,Montendre,23.8
Brioude,Villefort,23.8
Creil,Noyelles,23.8
Langeac,Grand'Combe-La Pise,23.9
Mantes-la-Jolie,Bernay,23.9
Vierzon-Ville,Moulins-sur-Allier,23.9
Nîmes,Marseille-St-Charles,24.0
Souillac,Montauban-Ville-Bourbon,24.0
Carcassonne,Sète,24.0
Cannes,Toulon,24.0
Castelnaudary,Caussade,24.0
Marmande,Montauban-Ville-Bourbon,24.0
Salbris,Vallon,24.1
Creil,Caudry,24.1
Bordeaux-St-Jean,Niversac,24.1
Paris-St-Lazare,Rouen-Rive-Droite,24.1
Luçon,Saintes,24.1
Libourne,Condat-le-Lardin,24.1
Pau,Hendaye,24.2
Vierzon-Ville,Montluçon-Ville,24.2
Troyes,Culmont-Chalindrey,24.2
Nemours-St-Pierre,La Charité,24.2
Niversac,Meymac,24.4
St-Pierre-des-Corps,Bourges,24.4
Paris-Montparnasse,L'Aigle,24.4
Mézidon,Le Mans,24.5
Dreux,Briouze,24.6
Paris-St-Lazare,Beaumont-le-Roger,24.6
Lourdes,Bayonne,24.6
Paris-St-Lazare,Bréval,24.6
Rochefort,St-André-de-Cubzac,24.6
Châtelaillon,St-Mariens-St-Yzan,24.8
Surdon,Granville,24.8
Compiègne,Maubeuge,24.8
Pont-Ste-Maxence,Cambrai,24.8
St-Jean-de-Luz-Ciboure,Coarraze-Nay,24.8
Tours,Bourges,24.8
Mantes-la-Jolie,Bréauté-Beuzeville,24.9
Libourne,Terrasson-Lavilledieu,24.9
St-Just-en-Chaussée,Étaples-Le Touquet,24.9
Strasbourg-Ville,Nancy-Ville,25.0
Châteauroux,Souillac,25.0
Agen,Bordeaux-St-Jean,25.0
Carcassonne,Elne,25.0
Marseille-St-Charles,Les Arcs-Draguignan,25.0
St-Georges-d'Aurac,Grand'Combe-La Pise,25.1
Creil,Rue,25.2
Argentan,Château-du-Loir,25.2
Chaumont,Lure,25.2
La Souterraine,Vierzon-Ville,25.5
Uzerche,Cahors,25.5
Limoges-Bénédictins,Châteauroux,25.5
Toulon,Antibes,25.5
Limoges-Bénédictins,Souillac,25.5
Brive-la-Gaillarde,Caussade,25.5
Carcassonne,Montauban-Ville-Bourbon,25.5
Paris-St-Lazare,Serquigny,26.0
Châteauroux,Les Aubrais-Orléans,26.0
Les Aubrais-Orléans,Châteauneuf-sur-Cher,26.0
Argelès-sur-Mer,Carcassonne,26.0
Coutras,Brive-la-Gaillarde,26.0
Clermont-de-l'Oise,Rang-du-Fliers-Verton,26.0
Brioude,Génolhac,26.1
Langeac,Alès,26.3
Nogent-sur-Seine,Chaumont,26.3
St-Astier,Égletons,26.3
Montpon-Ménestérol,Tulle,26.3
Mantes-la-Jolie,Pont-l'Évêque,26.3
Lisieux,Valognes,26.3
Périgueux,Meymac,26.4
Mussidan,Corrèze,26.4
Issoire,La Bastide-St-Laurent-les-Bains,26.4
Nîmes,Narbonne,26.5
Paris-Nord,St-Quentin,26.5
Brassac-les-Mines-Ste-Florine,Villefort,26.5
Verneuil-sur-Avre,Vire,26.5
Nemours-St-Pierre,Pougues-les-Eaux,26.5
Orthez,Montréjeau-Gourdan-Polignan,26.5
Alençon,Tours,26.5
Alençon,St-Pierre-des-Corps,26.5
Biarritz,Lourdes,26.5
Carcassonne,Collioure,26.5
Bernay,Carentan,26.5
Paris-Bercy,Gien,26.6
Pont-Ste-Maxence,Aulnoye-Aymeries,26.6
Niversac,Ussel,26.6
La Rochelle-Ville,St-Mariens-St-Yzan,26.6
L'Aigle,Villedieu-les-Poêles,26.7
Creil,Cambrai,26.7
Saincaize,Roanne,26.9
Hendaye,Coarraze-Nay,27.0
Carcassonne,Port-Vendres-Ville,27.0
Narbonne,Toulouse-Matabiau,27.0
Toulouse-Matabiau,Tarbes,27.0
Bar-sur-Aube,Vesoul,27.1
Paris-St-Lazare,Bernay,27.2
Clermont-de-l'Oise,Étaples-Le Touquet,27.3
Nemours-St-Pierre,Fourchambault,27.3
Évreux-Embranchement,Bayeux,27.3
Les Aubrais-Orléans,St-Florent-sur-Cher,27.3
Dreux,Flers,27.3
Riom-Châtel-Guyon,Tarare,27.3
Carcassonne,Montpellier-St-Roch,27.5
Angers-St-Laud,Blois,27.5
Carcassonne,Banyuls-sur-Mer,27.5
Châteauroux,Gourdon,27.5
Nice-Ville,Toulon,27.5
Nevers,Riom-Châtel-Guyon,27.5
Castelnaudary,Perpignan,27.5
Allassac,Caussade,27.5
Langres,Belfort,27.5
Brive-la-Gaillarde,La Souterraine,27.5
Gourdon,Toulouse-Matabiau,27.5
Châtelaillon,St-André-de-Cubzac,27.6
Salbris,Montluçon-Ville,27.6
Mézidon,Écommoy,27.7
St-Germain-des-Fossés,Lyon-Part-Dieu,27.7
Lyon-Vaise,St-Germain-des-Fossés,27.7
Lyon-Perrache-Voyageurs,St-Germain-des-Fossés,27.7
Bayonne,Tarbes,27.8
Creil,Rang-du-Fliers-Verton,27.8
Paris-Bercy,Briare,27.8
Bordeaux-St-Jean,Thiviers,27.9
Paris-Est,Troyes,27.9
Le Mans,Caen,27.9
Libourne,Brive-la-Gaillarde,27.9
Versailles-Chantiers,Surdon,27.9
Mantes-la-Jolie,Trouville-Deauville,27.9
Romilly-sur-Seine,Langres,27.9
Clermont-La Pardieu,Langogne,28.1
St-Jean-de-Luz-Ciboure,Lourdes,28.1
Brassac-les-Mines-Ste-Florine,Génolhac,28.1
Pont-Ste-Maxence,Maubeuge,28.1
Nemours-St-Pierre,Nevers,28.1
Bordeaux-St-Jean,Rochefort,28.1
Orthez,St-Gaudens,28.1
Nevers,Roanne,28.2
Peyrehorade,Lannemezan,28.3
Montpon-Ménestérol,Corrèze,28.3
St-Astier,Meymac,28.4
Bourges,St-Germain-des-Fossés,28.4
Clermont-Ferrand,Langogne,28.4
Mantes-la-Jolie,Le Havre,28.5
Brive-la-Gaillarde,Montauban-Ville-Bourbon,28.5
Carcassonne,Caussade,28.5
Mussidan,Égletons,28.5
Carcassonne,Cerbère,28.5
Béziers,Arles,28.5
La Souterraine,Salbris,28.5
Marseille-St-Charles,St-Raphaël-Valescure,28.5
Brioude,Grand'Combe-La Pise,28.5
Avignon-Terminal TER,Béziers,28.5
L'Aigle,Folligny,28.5
Les Aubrais-Orléans,St-Amand-Montrond-Orval,28.6
La Rochelle-Ville,St-André-de-Cubzac,28.8
St-Just-en-Chaussée,Boulogne-Tintelleries,28.8
Issoire,Villefort,28.8
Vichy,Lyon-Part-Dieu,28.9
Sées,St-Pierre-des-Corps,28.9
Saumur-Rive-Droite,Vierzon-Ville,28.9
Sées,Tours,28.9
Vichy,Lyon-Perrache-Voyageurs,28.9
Uzerche,Argenton-sur-Creuse,29.0
Biarritz,Tarbes,29.0
Limoges-Bénédictins,Gourdon,29.0
Clermont-Ferrand,Tarare,29.0
Coutras,Limoges-Bénédictins,29.0
Castelnaudary,Cahors,29.0
St-Sulpice-Laurière,Vierzon-Ville,29.0
Coutras,Tulle,29.1
La Roche-sur-Yon,Saintes,29.1
Paris-Nord,Abbeville,29.1
Creil,Étaples-Le Touquet,29.1
Bordeaux-St-Jean,Condat-le-Lardin,29.2
Romilly-sur-Seine,Culmont-Chalindrey,29.2
Paris-Austerlitz,Blois,29.4
Paris-St-Lazare,Yvetot,29.4
Paris-Austerlitz,Salbris,29.4
Toulouse-Matabiau,Lourdes,29.5
Saumur-Rive-Droite,Les Aubrais-Orléans,29.6
Verneuil-sur-Avre,Villedieu-les-Poêles,29.6
Nantes,La Rochelle-Ville,29.6
Chaumont,Belfort,29.6
Hendaye,Lourdes,29.6
Lisieux,Cherbourg,29.6
Vierzon-Ville,St-Germain-des-Fossés,29.6
Vendeuvre-Jort,Vesoul,29.6
Paris-Nord,Busigny,29.7
Versailles-Chantiers,Argentan,29.7
Mantes-la-Jolie,Caen,29.8
Bernay,Valognes,30.0
Clermont-Ferrand,Nevers,30.0
Bordeaux-St-Jean,Terrasson-Lavilledieu,30.0
Limoges-Bénédictins,Issoudun,30.0
Surdon,St-Pierre-des-Corps,30.0
St-Astier,Ussel,30.0
Paris-Montparnasse,Surdon,30.0
Luçon,Jonzac,30.0
Castelnaudary,Elne,30.0
Surdon,Tours,30.0
Brioude,Alès,30.1
Issoire,Génolhac,30.3
L'Aigle,Granville,30.3
Nogent-sur-Seine,Langres,30.3
Châtelaillon,Bordeaux-St-Jean,30.3
Montpon-Ménestérol,Égletons,30.4
Brassac-les-Mines-Ste-Florine,Grand'Combe-La Pise,30.4
Caen,Écommoy,30.4
Brive-la-Gaillarde,St-Sébastien,30.5
Argenton-sur-Creuse,Les Aubrais-Orléans,30.5
Clermont-de-l'Oise,Boulogne-Tintelleries,30.6
Évreux-Embranchement,Lison,30.6
St-Jean-de-Luz-Ciboure,Tarbes,30.6
Paris-Nord,Noyelles,30.7
Mussidan,Meymac,30.7
Bar-sur-Aube,Lure,30.7
Clermont-Ferrand,La Bastide-St-Laurent-les-Bains,30.7
Dreux,Vire,30.8
Paris-Nord,Le Cateau,30.8
Libourne,Limoges-Bénédictins,30.9
Paris-St-Lazare,Lisieux,30.9
Paris-Nord,Caudry,30.9
Uzerche,Caussade,31.0
Souillac,Toulouse-Matabiau,31.0
Argelès-sur-Mer,Castelnaudary,31.0
Marmande,Toulouse-Matabiau,31.0
Béziers,Toulouse-Matabiau,31.0
Mézidon,Château-du-Loir,31.0
Paris-Montparnasse,Amiens,31.0
Paris-Bercy,Salbris,31.0
Allassac,Montauban-Ville-Bourbon,31.0
Libourne,Tulle,31.0
Coutras,Corrèze,31.2
Onzain,Paris-Austerlitz,31.2
Verneuil-sur-Avre,Folligny,31.4
Castelnaudary,Port-Vendres-Ville,31.5
Montpellier-St-Roch,Marseille-St-Charles,31.5
Nantes,St-Pierre-des-Corps,31.5
Paris-Bercy,Cosne,31.5
Bordeaux-St-Jean,La Rochelle-Ville,31.5
Nantes,Tours,31.5
Castelnaudary,Collioure,31.5
Nogent-sur-Seine,Culmont-Chalindrey,31.6
Argentan,Tours,31.7
Périgueux,Ussel,31.7
Paris-Montparnasse,Argentan,31.7
Argentan,St-Pierre-des-Corps,31.7
Les Aubrais-Orléans,Vallon,31.9
Paris-Nord,Rue,31.9
Brassac-les-Mines-Ste-Florine,Alès,32.0
St-Pierre-des-Corps,Saincaize,32.0
Paris-Nord,Paris-Est,32.0
Paris-Nord,Vierzon-Ville,32.0
Castelnaudary,Banyuls-sur-Mer,32.0
Coarraze-Nay,Toulouse-Matabiau,32.1
Langeac,Nîmes,32.1
Hendaye,Tarbes,32.1
Bayonne,Lannemezan,32.2
Mussidan,Ussel,32.2
Paris-St-Lazare,Bréauté-Beuzeville,32.3
Tours,Saincaize,32.3
Bordeaux-St-Jean,Brive-la-Gaillarde,32.3
Creil,Boulogne-Tintelleries,32.3
Uzerche,Châteauroux,32.5
La Souterraine,Souillac,32.5
Avignon-Terminal TER,Narbonne,32.5
Arles,Narbonne,32.5
Moulins-sur-Allier,Lyon-Part-Dieu,32.6
Lyon-Perrache-Voyageurs,Moulins-sur-Allier,32.6
Lyon-Vaise,Moulins-sur-Allier,32.6
Issoire,Grand'Combe-La Pise,32.7
Paris-Bercy,Tracy-Sancerre,32.7
Saumur-Rive-Droite,Bourges,32.7
Évreux-Embranchement,Carentan,32.7
Paris-Nord,Cambrai,32.8
Cannes,Marseille-St-Charles,33.0
St-Georges-d'Aurac,Nîmes,33.1
Libourne,Corrèze,33.1
Nantes,Rochefort,33.1
Paris-St-Lazare,Pont-l'Évêque,33.1
Clermont-Ferrand,Villefort,33.1
Versailles-Chantiers,Briouze,33.1
Vendeuvre-Jort,Lure,33.2
Verneuil-sur-Avre,Granville,33.2
La Souterraine,Brive-la-Gaillarde,33.2
Paris-Austerlitz,Amboise,33.2
St-Pierre-des-Corps,Nevers,33.3
Coutras,Égletons,33.3
Bernay,Cherbourg,33.3
Biarritz,Lannemezan,33.4
Les Aubrais-Orléans,Poitiers,33.5
La Souterraine,Cahors,33.5
Angoulême,St-Pierre-des-Corps,33.5
Paris-Austerlitz,Vierzon-Ville,33.5
Montauban-Ville-Bourbon,Narbonne,33.5
Les Aubrais-Orléans,Futuroscope,33.5
Paris-Bercy,Vierzon-Ville,33.5
Castelnaudary,Cerbère,33.5
Paris-Gare-de-Lyon,Vierzon-Ville,33.5
Tours,Nevers,33.7
Troyes,Vesoul,33.7
Riom-Châtel-Guyon,Lyon-Part-Dieu,33.8
Riom-Châtel-Guyon,Lyon-Perrache-Voyageurs,33.8
Bourges,Roanne,33.8
Caen,Château-du-Loir,33.8
Paris-Bercy,Pouilly-sur-Loire,33.8
Paris-Nord,Rang-du-Fliers-Verton,33.9
Dreux,Villedieu-les-Poêles,33.9
Limoges-Bénédictins,Cahors,34.0
Carcassonne,Cahors,34.0
Paris-Nord,Aulnoye-Aymeries,34.0
Uzerche,Montauban-Ville-Bourbon,34.0
Nantes,Amboise,34.2
Angers-St-Laud,Vierzon-Ville,34.2
Montpon-Ménestérol,Ussel,34.2
La Souterraine,Gourdon,34.2
Pau,Toulouse-Matabiau,34.2
Bayonne,Montréjeau-Gourdan-Polignan,34.3
La Roche-sur-Yon,Jonzac,34.3
Issoire,Alès,34.3
Clermont-La Pardieu,Génolhac,34.3
Salbris,St-Florent-sur-Cher,34.4
Bar-sur-Aube,Paris-Est,34.5
Bar-sur-Aube,Belfort,34.5
Angers-St-Laud,Les Aubrais-Orléans,34.5
Paris-St-Lazare,Trouville-Deauville,34.5
Brive-la-Gaillarde,Argenton-sur-Creuse,34.5
Marseille-St-Charles,Sète,34.5
Castelnaudary,Gourdon,34.5
Carcassonne,Nîmes,34.5
Bordeaux-St-Jean,Montauban-Ville-Bourbon,34.5
Marseille-St-Charles,Antibes,34.5
Limoges-Bénédictins,Vierzon-Ville,34.5
Clermont-Ferrand,Génolhac,34.6
Les Aubrais-Orléans,Montluçon-Ville,34.6
Villefort,Marseille-St-Charles,34.8
Perpignan,Toulouse-Matabiau,35.0
Agen,Carcassonne,35.0
St-Jean-de-Luz-Ciboure,Lannemezan,35.0
Versailles-Chantiers,Flers,35.1
Paris-Montparnasse,Briouze,35.1
Étaples-Le Touquet,Paris-Nord,35.2
Libourne,Égletons,35.2
Le Havre,Paris-St-Lazare,35.4
La Charité,Paris-Bercy,35.4
Bordeaux-St-Jean,Limoges-Bénédictins,35.4
Paris-Nord,Maubeuge,35.5
Coutras,Meymac,35.5
Biarritz,Montréjeau-Gourdan-Polignan,35.5
Bordeaux-St-Jean,Tulle,35.5
Clermont-Ferrand,Lyon-Part-Dieu,35.5
Clermont-Ferrand,Lyon-Perrache-Voyageurs,35.5
Dreux,Folligny,35.7
Bourges,Paris-Austerlitz,35.8
Bayonne,St-Gaudens,35.8
Paris-Austerlitz,St-Pierre-des-Corps,35.8
Brioude,Nîmes,36.0
Brive-la-Gaillarde,Toulouse-Matabiau,36.0
Tours,Paris-Austerlitz,36.2
Évreux-Embranchement,Valognes,36.2
Les Aubrais-Orléans,La Souterraine,36.5
Gourdon,La Souterraine,36.5
Uzerche,Issoudun,36.5
Sète,Toulouse-Matabiau,36.5
Hendaye,Lannemezan,36.6
Caen,Paris-St-Lazare,36.7
Clermont-La Pardieu,Grand'Combe-La Pise,36.7
Paris-Bercy,Pougues-les-Eaux,36.9
Marseille-St-Charles,Nice-Ville,37.0
Béziers,Montauban-Ville-Bourbon,37.0
Elne,Toulouse-Matabiau,37.0
Caussade,Narbonne,37.0
Mézidon,St-Pierre-des-Corps,37.1
Mézidon,Tours,37.1
St-Jean-de-Luz-Ciboure,Montréjeau-Gourdan-Polignan,37.1
Vendeuvre-Jort,Belfort,37.1
Biarritz,St-Gaudens,37.1
Vierzon-Ville,St-Florent-sur-Cher,37.1
Clermont-Ferrand,Grand'Combe-La Pise,37.1
Coutras,Ussel,37.1
Paris-Montparnasse,Flers,37.2
Troyes,Lure,37.3
Libourne,Meymac,37.4
Bordeaux-St-Jean,Corrèze,37.5
Dreux,Granville,37.5
Les Aubrais-Orléans,La Souterraine,37.5
Châteauroux,Paris-Austerlitz,37.5
Vierzon-Ville,Roanne,37.7
Paris-Bercy,Fourchambault,37.8
Bordeaux-St-Jean,Futuroscope,37.9
La Souterraine,Montauban-Ville-Bourbon,37.9
St-Pierre-des-Corps,Moulins-sur-Allier,37.9
Montpon-Ménestérol,Meymac,37.9
Brassac-les-Mines-Ste-Florine,Nîmes,37.9
Bordeaux-St-Jean,Poitiers,37.9
Castelnaudary,Souillac,38.0
La Souterraine,Toulouse-Matabiau,38.0
St-Nazaire,St-Pierre-des-Corps,38.0
Nantes,Blois,38.0
Angers-St-Laud,Bourges,38.0
Brive-la-Gaillarde,Châteauroux,38.0
Romilly-sur-Seine,Vesoul,38.0
Argelès-sur-Mer,Toulouse-Matabiau,38.0
Clermont-La Pardieu,Alès,38.3
Tours,Moulins-sur-Allier,38.3
Paris-Austerlitz,St-Florent-sur-Cher,38.3
Nantes,Saintes,38.4
Issoudun,Paris-Gare-de-Lyon,38.5
Collioure,Toulouse-Matabiau,38.5
Lyon-Perrache-Voyageurs,Saincaize,38.5
Saincaize,Lyon-Part-Dieu,38.5
Paris-Bercy,Nevers,38.5
Boulogne-Ville,Paris-Nord,38.5
Lyon-Vaise,Saincaize,38.5
Issoudun,Paris-Austerlitz,38.5
Issoudun,Paris-Bercy,38.5
St-Jean-de-Luz-Ciboure,St-Gaudens,38.6
Clermont-Ferrand,Alès,38.6
Lyon-Perrache-Voyageurs,Montluçon-Ville,38.6
Versailles-Chantiers,Vire,38.6
Lyon-Part-Dieu,Montluçon-Ville,38.6
Hendaye,Montréjeau-Gourdan-Polignan,38.6
Lyon-Vaise,Montluçon-Ville,38.6
Carcassonne,Gourdon,39.0
Libourne,Ussel,39.0
Argenton-sur-Creuse,Souillac,39.0
Port-Vendres-Ville,Toulouse-Matabiau,39.0
Orthez,Toulouse-Matabiau,39.0
Montpellier-St-Roch,Toulon,39.5
Carcassonne,Arles,39.5
Limoges-Bénédictins,Caussade,39.5
Paris-Est,Chaumont,39.5
Avignon-Terminal TER,Carcassonne,39.5
Béziers,Marseille-St-Charles,39.5
Banyuls-sur-Mer,Toulouse-Matabiau,39.5
Luçon,Bordeaux-St-Jean,39.6
Évreux-Embranchement,Cherbourg,39.6
Bordeaux-St-Jean,Égletons,39.7
Lyon-Perrache-Voyageurs,Nevers,39.8
Nevers,Lyon-Part-Dieu,39.8
Caen,St-Pierre-des-Corps,39.8
Tours,Caen,39.8
Lyon-Vaise,Nevers,39.8
Uzerche,Toulouse-Matabiau,40.0
Auray,Luçon,40.1
Hendaye,St-Gaudens,40.2
Issoire,Nîmes,40.2
Paris-St-Lazare,Bayeux,40.3
Paris-Austerlitz,Châteauneuf-sur-Cher,40.3
Nogent-sur-Seine,Vesoul,40.4
Bordeaux-St-Jean,Toulouse-Matabiau,40.5
Montpellier-St-Roch,Toulouse-Matabiau,40.5
Paris-Montparnasse,Vire,40.7
Nevers,Paris-Gare-de-Lyon,41.0
Saumur-Rive-Droite,Nevers,41.0
Limoges-Bénédictins,Les Aubrais-Orléans,41.0
Nevers,Paris-Bercy,41.0
Cerbère,Toulouse-Matabiau,41.0
Nevers,Paris-Austerlitz,41.0
Troyes,Belfort,41.2
Romilly-sur-Seine,Lure,41.6
Versailles-Chantiers,Villedieu-les-Poêles,41.8
Bordeaux-St-Jean,Meymac,41.9
Perpignan,Montauban-Ville-Bourbon,42.0
Brive-la-Gaillarde,Issoudun,42.0
Limoges-Bénédictins,Montauban-Ville-Bourbon,42.0
Montauban-Ville-Bourbon,Sète,42.0
Châteauroux,Paris-Bercy,42.0
Uzerche,Vierzon-Ville,42.0
Argenton-sur-Creuse,Gourdon,42.0
Carcassonne,Souillac,42.0
Agen,Narbonne,42.0
Marseille-St-Charles,Narbonne,42.0
Brive-la-Gaillarde,Castelnaudary,42.0
Narbonne,Cahors,42.0
Châteauroux,Paris-Gare-de-Lyon,42.0
Carcassonne,Marmande,42.0
Saumur-Rive-Droite,Saincaize,42.7
Peyrehorade,Toulouse-Matabiau,42.9
St-Pierre-des-Corps,St-Germain-des-Fossés,42.9
St-Nazaire,Amboise,43.0
La Baule-Escoublac,St-Pierre-des-Corps,43.0
Uzerche,Salbris,43.0
Les Aubrais-Orléans,Gourdon,43.0
Allassac,Vierzon-Ville,43.0
Elne,Montauban-Ville-Bourbon,43.0
Paris-Austerlitz,St-Amand-Montrond-Orval,43.0
Le Croisic,St-Pierre-des-Corps,43.0
Tours,St-Germain-des-Fossés,43.2
Bordeaux-St-Jean,Ussel,43.5
Langres,Paris-Est,43.6
Nantes,Jonzac,43.6
Versailles-Chantiers,Folligny,43.6
Paris-St-Lazare,Lison,43.6
Saumur-Rive-Droite,Paris-Austerlitz,43.7
Paris-Montparnasse,Villedieu-les-Poêles,43.8
Bordeaux-St-Jean,La Roche-sur-Yon,43.9
Argelès-sur-Mer,Montauban-Ville-Bourbon,44.0
Caussade,Perpignan,44.0
Nogent-sur-Seine,Lure,44.1
Collioure,Montauban-Ville-Bourbon,45.0
Clermont-Ferrand,Nîmes,45.0
Agen,Béziers,45.0
Nîmes,Toulouse-Matabiau,45.0
Montpellier-St-Roch,Montauban-Ville-Bourbon,45.0
Argenton-sur-Creuse,Paris-Bercy,45.0
Argenton-sur-Creuse,Paris-Austerlitz,45.0
Montauban-Ville-Bourbon,Port-Vendres-Ville,45.0
Le Croisic,Amboise,45.0
La Baule-Escoublac,Amboise,45.0
Argenton-sur-Creuse,Paris-Gare-de-Lyon,45.0
Paris-Bercy,Nemours-St-Pierre,45.1
Nantes,Vierzon-Ville,45.2
Culmont-Chalindrey,Paris-Est,45.3
Angers-St-Laud,Saincaize,45.4
Les Aubrais-Orléans,Nantes,45.5
Versailles-Chantiers,Granville,45.7
